employee_id,department,role,privilege_level,security_training_completed,previous_training_score,total_simulations,emails_opened,links_clicked,attachments_opened,credentials_submitted,phishing_emails_reported,simulations_failed,remediation_trainings,targeted_scenarios,average_failure_probability,average_reporting_time_seconds,targeted_attack_failure_rate,email_open_rate,click_rate,attachment_open_rate,credential_submission_rate,reporting_rate,failure_rate,remediation_rate,non_failure_rate,report_to_failure_ratio,privilege_risk_value,training_risk,reporting_quality,privilege_risk_normalized,failure_risk_component,credential_risk_component,click_risk_component,training_risk_component,targeted_risk_component,privilege_risk_component,reporting_reduction,raw_risk_score,risk_score,risk_level,recommended_action,primary_risk_driver
EMP0072,Legal,Legal Assistant,Medium,1,83,10,8,2,1,1,6,3,3,0,0.2377,169.5,0.0,0.8,0.2,0.1,0.1,0.6,0.3,0.3,0.7,2.0,2,0.17,0.6,0.3333333333333333,9.0,2.0,3.0,1.7000000000000002,0.0,3.333333333333333,3.0,16.03333333333333,16.88,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0073,Sales,Sales Representative,Medium,1,83,10,8,2,0,2,3,3,3,0,0.247,222.6667,0.0,0.8,0.2,0.0,0.2,0.3,0.3,0.3,0.7,1.0,2,0.17,0.3,0.3333333333333333,9.0,4.0,3.0,1.7000000000000002,0.0,3.333333333333333,1.5,19.53333333333333,20.56,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0074,Information Technology,System Administrator,Medium,1,77,10,9,1,0,0,4,1,1,1,0.3085,152.75,1.0,0.9,0.1,0.0,0.0,0.4,0.1,0.1,0.9,3.0,2,0.23,0.4,0.3333333333333333,3.0,0.0,1.5,2.3000000000000003,10.0,3.333333333333333,2.0,18.133333333333333,19.09,Low,Maintain standard awareness training and periodic phishing simulation,Targeted Attack Failures
EMP0075,Operations,Operations Specialist,Low,1,72,10,6,2,0,1,8,4,4,0,0.3517,268.75,0.0,0.6,0.2,0.0,0.1,0.8,0.4,0.4,0.6,2.0,1,0.28,0.8,0.0,12.0,2.0,3.0,2.8000000000000003,0.0,0.0,4.0,15.8,16.63,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0076,Human Resources,Recruiter,Medium,1,88,10,8,0,0,0,4,1,1,2,0.2394,168.25,0.0,0.8,0.0,0.0,0.0,0.4,0.1,0.1,0.9,3.0,2,0.12,0.4,0.3333333333333333,3.0,0.0,0.0,1.2,0.0,3.333333333333333,2.0,5.533333333333333,5.82,Low,Maintain standard awareness training and periodic phishing simulation,Privilege Exposure
EMP0077,Finance,Finance Manager,Medium,1,67,10,8,2,1,1,3,4,4,1,0.4198,261.0,1.0,0.8,0.2,0.1,0.1,0.3,0.4,0.4,0.6,0.75,2,0.33,0.3,0.3333333333333333,12.0,2.0,3.0,3.3000000000000003,10.0,3.333333333333333,1.5,32.13333333333333,33.82,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0078,Human Resources,HR Specialist,Medium,1,79,10,8,3,1,1,8,5,5,2,0.2654,185.25,1.0,0.8,0.3,0.1,0.1,0.8,0.5,0.5,0.5,1.6,2,0.21,0.8,0.3333333333333333,15.0,2.0,4.5,2.1,10.0,3.333333333333333,4.0,32.93333333333334,34.67,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0079,Marketing,Digital Marketing Analyst,Medium,1,82,10,7,3,1,2,6,5,5,0,0.2244,364.6667,0.0,0.7,0.3,0.1,0.2,0.6,0.5,0.5,0.5,1.2,2,0.18,0.6,0.3333333333333333,15.0,4.0,4.5,1.7999999999999998,0.0,3.333333333333333,3.0,25.633333333333333,26.98,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0080,Sales,Account Executive,Low,1,84,10,9,0,1,0,5,2,2,0,0.2815,115.2,0.0,0.9,0.0,0.1,0.0,0.5,0.2,0.2,0.8,2.5,1,0.16,0.5,0.0,6.0,0.0,0.0,1.6,0.0,0.0,2.5,5.1,5.37,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0081,Information Technology,System Administrator,Medium,1,84,10,10,1,0,1,5,1,1,1,0.3087,379.4,1.0,1.0,0.1,0.0,0.1,0.5,0.1,0.1,0.9,3.0,2,0.16,0.5,0.3333333333333333,3.0,2.0,1.5,1.6,10.0,3.333333333333333,2.5,18.933333333333334,19.93,Low,Maintain standard awareness training and periodic phishing simulation,Targeted Attack Failures
EMP0082,Marketing,Digital Marketing Analyst,Medium,1,84,10,9,2,1,1,6,3,3,0,0.2796,489.0,0.0,0.9,0.2,0.1,0.1,0.6,0.3,0.3,0.7,2.0,2,0.16,0.6,0.3333333333333333,9.0,2.0,3.0,1.6,0.0,3.333333333333333,3.0,15.933333333333334,16.77,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0083,Operations,Operations Specialist,Medium,1,84,10,8,0,2,0,7,2,2,0,0.195,342.4286,0.0,0.8,0.0,0.2,0.0,0.7,0.2,0.2,0.8,3.0,2,0.16,0.7,0.3333333333333333,6.0,0.0,0.0,1.6,0.0,3.333333333333333,3.5,7.433333333333334,7.82,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0084,Information Technology,IT Support Analyst,High,1,91,10,9,0,0,0,5,0,0,1,0.1824,290.6,0.0,0.9,0.0,0.0,0.0,0.5,0.0,0.0,1.0,3.0,3,0.09,0.5,0.6666666666666666,0.0,0.0,0.0,0.8999999999999999,0.0,6.666666666666666,2.5,5.066666666666666,5.33,Low,Maintain standard awareness training and periodic phishing simulation,Privilege Exposure
EMP0085,Sales,Sales Representative,Low,1,68,10,8,0,0,0,4,0,0,0,0.3202,317.0,0.0,0.8,0.0,0.0,0.0,0.4,0.0,0.0,1.0,3.0,1,0.32,0.4,0.0,0.0,0.0,0.0,3.2,0.0,0.0,2.0,1.2000000000000002,1.26,Low,Maintain standard awareness training and periodic phishing simulation,Training Weakness
EMP0086,Legal,Legal Assistant,Medium,0,75,10,9,5,1,3,3,7,7,0,0.3702,396.0,0.0,0.9,0.5,0.1,0.3,0.3,0.7,0.7,0.3,0.4286,2,0.25,0.15,0.3333333333333333,21.0,6.0,7.5,2.5,0.0,3.333333333333333,1.5,38.833333333333336,40.88,High,Assign targeted phishing awareness training and reassess within 30 days,Phishing Failures
EMP0087,Executive,Chief Officer,High,1,86,10,10,1,1,1,5,3,3,0,0.2029,448.8,0.0,1.0,0.1,0.1,0.1,0.5,0.3,0.3,0.7,1.6667,3,0.14,0.5,0.6666666666666666,9.0,2.0,1.5,1.4000000000000001,0.0,6.666666666666666,2.5,18.066666666666666,19.02,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0088,Finance,Finance Manager,Medium,0,58,10,10,2,0,1,2,2,2,1,0.4159,306.0,0.0,1.0,0.2,0.0,0.1,0.2,0.2,0.2,0.8,1.0,2,0.42,0.1,0.3333333333333333,6.0,2.0,3.0,4.2,0.0,3.333333333333333,1.0,17.53333333333333,18.46,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0089,Information Technology,IT Support Analyst,Privileged,1,78,10,10,3,0,1,3,3,3,1,0.2835,220.3333,1.0,1.0,0.3,0.0,0.1,0.3,0.3,0.3,0.7,1.0,4,0.22,0.3,1.0,9.0,2.0,4.5,2.2,10.0,10.0,1.5,36.2,38.11,High,Assign targeted phishing awareness training and reassess within 30 days,Targeted Attack Failures
EMP0090,Human Resources,HR Manager,Medium,1,65,10,9,3,0,2,3,5,5,2,0.3755,299.0,0.5,0.9,0.3,0.0,0.2,0.3,0.5,0.5,0.5,0.6,2,0.35,0.3,0.3333333333333333,15.0,4.0,4.5,3.5,5.0,3.333333333333333,1.5,33.833333333333336,35.61,High,Assign targeted phishing awareness training and reassess within 30 days,Phishing Failures
EMP0091,Marketing,Marketing Specialist,Low,0,78,10,6,2,2,0,1,6,6,0,0.3377,352.0,0.0,0.6,0.2,0.2,0.0,0.1,0.6,0.6,0.4,0.1667,1,0.22,0.05,0.0,18.0,0.0,3.0,2.2,0.0,0.0,0.5,22.7,23.89,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0092,Finance,Finance Manager,Medium,1,70,10,8,3,1,1,3,6,6,1,0.4703,226.0,1.0,0.8,0.3,0.1,0.1,0.3,0.6,0.6,0.4,0.5,2,0.3,0.3,0.3333333333333333,18.0,2.0,4.5,3.0,10.0,3.333333333333333,1.5,39.333333333333336,41.4,High,Assign targeted phishing awareness training and reassess within 30 days,Phishing Failures
EMP0093,Marketing,Marketing Manager,Medium,1,53,10,8,2,1,1,5,3,3,0,0.3165,174.0,0.0,0.8,0.2,0.1,0.1,0.5,0.3,0.3,0.7,1.6667,2,0.47,0.5,0.3333333333333333,9.0,2.0,3.0,4.699999999999999,0.0,3.333333333333333,2.5,19.53333333333333,20.56,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0094,Operations,Operations Analyst,Medium,1,80,10,8,2,1,1,8,5,5,0,0.2323,220.375,0.0,0.8,0.2,0.1,0.1,0.8,0.5,0.5,0.5,1.6,2,0.2,0.8,0.3333333333333333,15.0,2.0,3.0,2.0,0.0,3.333333333333333,4.0,21.333333333333332,22.46,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0095,Sales,Account Executive,Medium,0,84,10,10,2,1,1,7,4,4,0,0.3975,265.5714,0.0,1.0,0.2,0.1,0.1,0.7,0.4,0.4,0.6,1.75,2,0.16,0.35,0.3333333333333333,12.0,2.0,3.0,1.6,0.0,3.333333333333333,3.5,18.433333333333334,19.4,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0096,Information Technology,Security Analyst,Privileged,1,88,10,6,1,0,1,7,3,3,1,0.2824,161.5714,1.0,0.6,0.1,0.0,0.1,0.7,0.3,0.3,0.7,2.3333,4,0.12,0.7,1.0,9.0,2.0,1.5,1.2,10.0,10.0,3.5,30.200000000000003,31.79,Moderate,Provide refresher awareness training and continue behavioral monitoring,Targeted Attack Failures
EMP0097,Operations,Operations Specialist,Medium,1,99,10,9,1,0,0,6,2,2,0,0.2388,323.3333,0.0,0.9,0.1,0.0,0.0,0.6,0.2,0.2,0.8,3.0,2,0.01,0.6,0.3333333333333333,6.0,0.0,1.5,0.1,0.0,3.333333333333333,3.0,7.933333333333334,8.35,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0098,Human Resources,HR Specialist,High,1,82,10,8,0,1,0,5,2,2,2,0.2962,222.0,0.5,0.8,0.0,0.1,0.0,0.5,0.2,0.2,0.8,2.5,3,0.18,0.5,0.6666666666666666,6.0,0.0,0.0,1.7999999999999998,5.0,6.666666666666666,2.5,16.96666666666667,17.86,Low,Maintain standard awareness training and periodic phishing simulation,Privilege Exposure
EMP0099,Human Resources,HR Specialist,Medium,1,100,10,7,0,0,0,7,2,2,2,0.186,179.4286,0.0,0.7,0.0,0.0,0.0,0.7,0.2,0.2,0.8,3.0,2,0.0,0.7,0.3333333333333333,6.0,0.0,0.0,0.0,0.0,3.333333333333333,3.5,5.833333333333332,6.14,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0100,Operations,Operations Analyst,Medium,1,90,10,9,2,0,0,5,2,2,0,0.1987,284.8,0.0,0.9,0.2,0.0,0.0,0.5,0.2,0.2,0.8,2.5,2,0.1,0.5,0.3333333333333333,6.0,0.0,3.0,1.0,0.0,3.333333333333333,2.5,10.833333333333332,11.4,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0101,Human Resources,HR Specialist,High,1,83,10,8,0,0,0,6,0,0,2,0.2061,174.1667,0.0,0.8,0.0,0.0,0.0,0.6,0.0,0.0,1.0,3.0,3,0.17,0.6,0.6666666666666666,0.0,0.0,0.0,1.7000000000000002,0.0,6.666666666666666,3.0,5.366666666666667,5.65,Low,Maintain standard awareness training and periodic phishing simulation,Privilege Exposure
EMP0102,Operations,Operations Analyst,Medium,0,87,10,9,3,1,1,7,4,4,0,0.3575,297.7143,0.0,0.9,0.3,0.1,0.1,0.7,0.4,0.4,0.6,1.75,2,0.13,0.35,0.3333333333333333,12.0,2.0,4.5,1.3,0.0,3.333333333333333,3.5,19.633333333333333,20.67,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0103,Operations,Operations Manager,Low,1,74,10,6,2,0,1,8,4,4,0,0.325,201.375,0.0,0.6,0.2,0.0,0.1,0.8,0.4,0.4,0.6,2.0,1,0.26,0.8,0.0,12.0,2.0,3.0,2.6,0.0,0.0,4.0,15.600000000000001,16.42,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0104,Operations,Operations Manager,Low,1,63,10,8,5,0,3,4,5,5,0,0.3538,207.75,0.0,0.8,0.5,0.0,0.3,0.4,0.5,0.5,0.5,0.8,1,0.37,0.4,0.0,15.0,6.0,7.5,3.7,0.0,0.0,2.0,30.200000000000003,31.79,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0105,Information Technology,System Administrator,Medium,0,95,10,9,3,2,1,4,5,5,1,0.3097,455.5,1.0,0.9,0.3,0.2,0.1,0.4,0.5,0.5,0.5,0.8,2,0.05,0.2,0.3333333333333333,15.0,2.0,4.5,0.5,10.0,3.333333333333333,2.0,33.333333333333336,35.09,High,Assign targeted phishing awareness training and reassess within 30 days,Phishing Failures
EMP0106,Human Resources,HR Manager,Medium,1,60,10,10,2,1,1,6,3,3,2,0.2641,215.8333,1.0,1.0,0.2,0.1,0.1,0.6,0.3,0.3,0.7,2.0,2,0.4,0.6,0.3333333333333333,9.0,2.0,3.0,4.0,10.0,3.333333333333333,3.0,28.333333333333332,29.82,Moderate,Provide refresher awareness training and continue behavioral monitoring,Targeted Attack Failures
EMP0107,Operations,Operations Specialist,Low,1,80,10,9,1,0,1,5,1,1,0,0.1748,221.0,0.0,0.9,0.1,0.0,0.1,0.5,0.1,0.1,0.9,3.0,1,0.2,0.5,0.0,3.0,2.0,1.5,2.0,0.0,0.0,2.5,6.0,6.32,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0108,Legal,Legal Assistant,High,1,70,10,9,2,1,0,5,3,3,0,0.3164,256.2,0.0,0.9,0.2,0.1,0.0,0.5,0.3,0.3,0.7,1.6667,3,0.3,0.5,0.6666666666666666,9.0,0.0,3.0,3.0,0.0,6.666666666666666,2.5,19.166666666666664,20.18,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0109,Executive,Vice President,High,1,97,10,8,0,2,0,7,2,2,0,0.2449,212.7143,0.0,0.8,0.0,0.2,0.0,0.7,0.2,0.2,0.8,3.0,3,0.03,0.7,0.6666666666666666,6.0,0.0,0.0,0.3,0.0,6.666666666666666,3.5,9.466666666666665,9.96,Low,Maintain standard awareness training and periodic phishing simulation,Privilege Exposure
EMP0110,Human Resources,HR Manager,High,1,63,10,9,3,0,2,6,5,5,2,0.2977,391.0,0.5,0.9,0.3,0.0,0.2,0.6,0.5,0.5,0.5,1.2,3,0.37,0.6,0.6666666666666666,15.0,4.0,4.5,3.7,5.0,6.666666666666666,3.0,35.86666666666667,37.75,High,Assign targeted phishing awareness training and reassess within 30 days,Phishing Failures
EMP0111,Operations,Operations Analyst,Low,1,81,10,7,4,1,3,4,7,7,0,0.3016,156.0,0.0,0.7,0.4,0.1,0.3,0.4,0.7,0.7,0.3,0.5714,1,0.19,0.4,0.0,21.0,6.0,6.0,1.9,0.0,0.0,2.0,32.9,34.63,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0112,Legal,Legal Assistant,High,1,70,10,8,2,1,2,4,4,4,0,0.3289,242.0,0.0,0.8,0.2,0.1,0.2,0.4,0.4,0.4,0.6,1.0,3,0.3,0.4,0.6666666666666666,12.0,4.0,3.0,3.0,0.0,6.666666666666666,2.0,26.666666666666664,28.07,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0113,Information Technology,Security Analyst,High,0,70,10,5,1,2,1,4,5,5,1,0.3949,268.25,0.0,0.5,0.1,0.2,0.1,0.4,0.5,0.5,0.5,0.8,3,0.3,0.2,0.6666666666666666,15.0,2.0,1.5,3.0,0.0,6.666666666666666,2.0,26.166666666666664,27.54,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0114,Marketing,Marketing Manager,Low,1,88,10,9,1,1,1,6,3,3,0,0.3374,294.5,0.0,0.9,0.1,0.1,0.1,0.6,0.3,0.3,0.7,2.0,1,0.12,0.6,0.0,9.0,2.0,1.5,1.2,0.0,0.0,3.0,10.7,11.26,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0115,Human Resources,HR Specialist,Medium,1,87,10,10,2,0,1,6,2,2,2,0.2966,249.3333,0.0,1.0,0.2,0.0,0.1,0.6,0.2,0.2,0.8,3.0,2,0.13,0.6,0.3333333333333333,6.0,2.0,3.0,1.3,0.0,3.333333333333333,3.0,12.633333333333333,13.3,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0116,Finance,Accountant,Medium,1,85,10,9,3,0,2,6,5,5,1,0.3086,200.5,1.0,0.9,0.3,0.0,0.2,0.6,0.5,0.5,0.5,1.2,2,0.15,0.6,0.3333333333333333,15.0,4.0,4.5,1.5,10.0,3.333333333333333,3.0,35.333333333333336,37.19,High,Assign targeted phishing awareness training and reassess within 30 days,Phishing Failures
EMP0117,Marketing,Marketing Specialist,Low,1,77,10,9,3,1,2,3,6,6,0,0.2937,326.0,0.0,0.9,0.3,0.1,0.2,0.3,0.6,0.6,0.4,0.5,1,0.23,0.3,0.0,18.0,4.0,4.5,2.3000000000000003,0.0,0.0,1.5,27.3,28.74,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0118,Operations,Operations Specialist,Low,1,79,10,8,1,0,0,6,1,1,0,0.1783,192.3333,0.0,0.8,0.1,0.0,0.0,0.6,0.1,0.1,0.9,3.0,1,0.21,0.6,0.0,3.0,0.0,1.5,2.1,0.0,0.0,3.0,3.5999999999999996,3.79,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0119,Legal,Legal Assistant,Medium,1,75,10,10,2,0,1,5,3,3,0,0.373,209.8,0.0,1.0,0.2,0.0,0.1,0.5,0.3,0.3,0.7,1.6667,2,0.25,0.5,0.3333333333333333,9.0,2.0,3.0,2.5,0.0,3.333333333333333,2.5,17.333333333333332,18.25,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0120,Human Resources,Recruiter,High,1,91,10,8,3,1,2,6,6,6,2,0.2322,239.1667,0.5,0.8,0.3,0.1,0.2,0.6,0.6,0.6,0.4,1.0,3,0.09,0.6,0.6666666666666666,18.0,4.0,4.5,0.8999999999999999,5.0,6.666666666666666,3.0,36.06666666666666,37.96,High,Assign targeted phishing awareness training and reassess within 30 days,Phishing Failures
EMP0121,Information Technology,IT Support Analyst,Medium,1,93,10,6,3,0,0,6,4,4,1,0.1743,200.1667,1.0,0.6,0.3,0.0,0.0,0.6,0.4,0.4,0.6,1.5,2,0.07,0.6,0.3333333333333333,12.0,0.0,4.5,0.7000000000000001,10.0,3.333333333333333,3.0,27.53333333333333,28.98,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0122,Information Technology,System Administrator,Medium,1,78,10,9,1,0,0,3,2,2,1,0.2613,329.0,0.0,0.9,0.1,0.0,0.0,0.3,0.2,0.2,0.8,1.5,2,0.22,0.3,0.3333333333333333,6.0,0.0,1.5,2.2,0.0,3.333333333333333,1.5,11.533333333333331,12.14,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0123,Information Technology,Security Analyst,High,0,81,10,9,1,0,0,6,2,2,1,0.3705,304.8333,1.0,0.9,0.1,0.0,0.0,0.6,0.2,0.2,0.8,3.0,3,0.19,0.3,0.6666666666666666,6.0,0.0,1.5,1.9,10.0,6.666666666666666,3.0,23.066666666666663,24.28,Moderate,Provide refresher awareness training and continue behavioral monitoring,Targeted Attack Failures
EMP0124,Marketing,Marketing Manager,Low,1,76,10,9,1,1,1,7,3,3,0,0.3849,275.7143,0.0,0.9,0.1,0.1,0.1,0.7,0.3,0.3,0.7,2.3333,1,0.24,0.7,0.0,9.0,2.0,1.5,2.4,0.0,0.0,3.5,11.4,12.0,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0125,Operations,Operations Analyst,Low,1,65,10,6,0,0,0,6,0,0,0,0.3285,278.1667,0.0,0.6,0.0,0.0,0.0,0.6,0.0,0.0,1.0,3.0,1,0.35,0.6,0.0,0.0,0.0,0.0,3.5,0.0,0.0,3.0,0.5,0.53,Low,Maintain standard awareness training and periodic phishing simulation,Training Weakness
EMP0126,Marketing,Marketing Specialist,Medium,1,63,10,9,2,0,1,3,2,2,0,0.2542,194.0,0.0,0.9,0.2,0.0,0.1,0.3,0.2,0.2,0.8,1.5,2,0.37,0.3,0.3333333333333333,6.0,2.0,3.0,3.7,0.0,3.333333333333333,1.5,16.53333333333333,17.4,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0127,Sales,Sales Representative,Medium,1,77,10,8,2,1,0,8,5,5,0,0.2876,258.0,0.0,0.8,0.2,0.1,0.0,0.8,0.5,0.5,0.5,1.6,2,0.23,0.8,0.3333333333333333,15.0,0.0,3.0,2.3000000000000003,0.0,3.333333333333333,4.0,19.633333333333333,20.67,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0128,Legal,Compliance Analyst,Medium,1,67,10,9,2,1,0,6,4,4,0,0.3128,344.5,0.0,0.9,0.2,0.1,0.0,0.6,0.4,0.4,0.6,1.5,2,0.33,0.6,0.3333333333333333,12.0,0.0,3.0,3.3000000000000003,0.0,3.333333333333333,3.0,18.633333333333333,19.61,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0129,Sales,Sales Representative,Low,1,68,10,9,1,1,1,5,3,3,0,0.2948,180.8,0.0,0.9,0.1,0.1,0.1,0.5,0.3,0.3,0.7,1.6667,1,0.32,0.5,0.0,9.0,2.0,1.5,3.2,0.0,0.0,2.5,13.2,13.89,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0130,Marketing,Digital Marketing Analyst,Medium,1,74,10,9,1,2,0,6,4,4,0,0.3086,250.6667,0.0,0.9,0.1,0.2,0.0,0.6,0.4,0.4,0.6,1.5,2,0.26,0.6,0.3333333333333333,12.0,0.0,1.5,2.6,0.0,3.333333333333333,3.0,16.433333333333334,17.3,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0131,Human Resources,Recruiter,High,0,80,10,8,4,0,2,3,5,5,2,0.4065,244.3333,0.5,0.8,0.4,0.0,0.2,0.3,0.5,0.5,0.5,0.6,3,0.2,0.15,0.6666666666666666,15.0,4.0,6.0,2.0,5.0,6.666666666666666,1.5,37.166666666666664,39.12,High,Assign targeted phishing awareness training and reassess within 30 days,Phishing Failures
EMP0132,Marketing,Marketing Manager,Medium,1,71,10,8,2,0,1,5,4,4,0,0.2967,265.2,0.0,0.8,0.2,0.0,0.1,0.5,0.4,0.4,0.6,1.25,2,0.29,0.5,0.3333333333333333,12.0,2.0,3.0,2.9,0.0,3.333333333333333,2.5,20.73333333333333,21.82,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0133,Finance,Financial Analyst,High,0,60,10,8,4,0,3,1,5,5,1,0.4011,146.0,1.0,0.8,0.4,0.0,0.3,0.1,0.5,0.5,0.5,0.2,3,0.4,0.05,0.6666666666666666,15.0,6.0,6.0,4.0,10.0,6.666666666666666,0.5,47.166666666666664,49.65,High,Assign targeted phishing awareness training and reassess within 30 days,Phishing Failures
EMP0134,Information Technology,Security Analyst,High,1,61,10,6,0,1,0,7,4,4,1,0.3243,193.5714,0.0,0.6,0.0,0.1,0.0,0.7,0.4,0.4,0.6,1.75,3,0.39,0.7,0.6666666666666666,12.0,0.0,0.0,3.9000000000000004,0.0,6.666666666666666,3.5,19.066666666666666,20.07,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0135,Finance,Financial Analyst,High,1,69,10,8,1,0,0,8,2,2,1,0.274,256.375,1.0,0.8,0.1,0.0,0.0,0.8,0.2,0.2,0.8,3.0,3,0.31,0.8,0.6666666666666666,6.0,0.0,1.5,3.1,10.0,6.666666666666666,4.0,23.266666666666666,24.49,Moderate,Provide refresher awareness training and continue behavioral monitoring,Targeted Attack Failures
EMP0136,Legal,Legal Manager,High,1,75,10,9,2,0,0,6,2,2,0,0.316,213.0,0.0,0.9,0.2,0.0,0.0,0.6,0.2,0.2,0.8,3.0,3,0.25,0.6,0.6666666666666666,6.0,0.0,3.0,2.5,0.0,6.666666666666666,3.0,15.166666666666664,15.96,Low,Maintain standard awareness training and periodic phishing simulation,Privilege Exposure
EMP0137,Marketing,Marketing Manager,Low,1,77,10,10,1,0,1,3,1,1,0,0.1823,298.3333,0.0,1.0,0.1,0.0,0.1,0.3,0.1,0.1,0.9,3.0,1,0.23,0.3,0.0,3.0,2.0,1.5,2.3000000000000003,0.0,0.0,1.5,7.300000000000001,7.68,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0138,Marketing,Marketing Manager,Low,1,65,10,8,2,0,2,5,3,3,0,0.3475,346.4,0.0,0.8,0.2,0.0,0.2,0.5,0.3,0.3,0.7,1.6667,1,0.35,0.5,0.0,9.0,4.0,3.0,3.5,0.0,0.0,2.5,17.0,17.89,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0139,Operations,Operations Analyst,Medium,0,81,10,8,1,2,0,5,3,3,0,0.3717,255.8,0.0,0.8,0.1,0.2,0.0,0.5,0.3,0.3,0.7,1.6667,2,0.19,0.25,0.3333333333333333,9.0,0.0,1.5,1.9,0.0,3.333333333333333,2.5,13.233333333333334,13.93,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0140,Finance,Finance Manager,Medium,1,68,10,5,1,1,0,4,5,5,1,0.374,323.5,1.0,0.5,0.1,0.1,0.0,0.4,0.5,0.5,0.5,0.8,2,0.32,0.4,0.3333333333333333,15.0,0.0,1.5,3.2,10.0,3.333333333333333,2.0,31.03333333333333,32.67,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0141,Legal,Compliance Analyst,Medium,1,86,10,7,0,1,0,7,2,2,0,0.1662,224.2857,0.0,0.7,0.0,0.1,0.0,0.7,0.2,0.2,0.8,3.0,2,0.14,0.7,0.3333333333333333,6.0,0.0,0.0,1.4000000000000001,0.0,3.333333333333333,3.5,7.233333333333334,7.61,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0142,Legal,Legal Manager,High,1,73,10,7,2,1,2,7,3,3,0,0.2654,183.2857,0.0,0.7,0.2,0.1,0.2,0.7,0.3,0.3,0.7,2.3333,3,0.27,0.7,0.6666666666666666,9.0,4.0,3.0,2.7,0.0,6.666666666666666,3.5,21.866666666666667,23.02,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0143,Human Resources,HR Manager,High,1,80,10,9,2,0,2,3,3,3,2,0.2246,149.3333,0.5,0.9,0.2,0.0,0.2,0.3,0.3,0.3,0.7,1.0,3,0.2,0.3,0.6666666666666666,9.0,4.0,3.0,2.0,5.0,6.666666666666666,1.5,28.166666666666664,29.65,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
