employee_id,department,role,privilege_level,security_training_completed,previous_training_score,historical_simulations,historical_failures,historical_clicks,historical_attachments_opened,historical_credentials_submitted,historical_reports,historical_targeted_attacks,average_historical_failure_probability,historical_failure_rate,historical_click_rate,historical_attachment_rate,historical_credential_rate,historical_reporting_rate,future_failures,future_phishing_failure,privilege_risk_value,training_risk
EMP0176,Marketing,Marketing Manager,Low,0,86,7,2,2,0,2,2,0,0.3054,0.2857,0.2857,0.0,0.2857,0.2857,2,1,1,0.14
EMP0177,Sales,Sales Representative,Medium,1,82,7,1,0,0,0,6,0,0.1225,0.1429,0.0,0.0,0.0,0.8571,0,0,2,0.18
EMP0178,Marketing,Digital Marketing Analyst,Medium,1,66,7,1,1,0,1,3,0,0.3226,0.1429,0.1429,0.0,0.1429,0.4286,1,1,2,0.34
EMP0179,Marketing,Marketing Specialist,Low,1,66,7,2,1,0,0,3,0,0.2805,0.2857,0.1429,0.0,0.0,0.4286,0,0,1,0.34
EMP0180,Marketing,Digital Marketing Analyst,Low,0,84,7,5,3,1,1,2,0,0.4784,0.7143,0.4286,0.1429,0.1429,0.2857,1,1,1,0.16
EMP0181,Marketing,Digital Marketing Analyst,Low,1,76,7,1,0,1,0,4,0,0.2174,0.1429,0.0,0.1429,0.0,0.5714,0,0,1,0.24
EMP0182,Legal,Compliance Analyst,High,1,65,7,2,1,0,0,5,0,0.2665,0.2857,0.1429,0.0,0.0,0.7143,0,0,3,0.35
EMP0183,Marketing,Marketing Manager,Low,1,69,7,3,3,0,2,2,0,0.2889,0.4286,0.4286,0.0,0.2857,0.2857,1,1,1,0.31
EMP0184,Executive,Director,Privileged,1,80,7,1,1,0,0,3,0,0.271,0.1429,0.1429,0.0,0.0,0.4286,1,1,4,0.2
EMP0185,Marketing,Digital Marketing Analyst,Low,1,85,7,4,2,1,1,3,0,0.2208,0.5714,0.2857,0.1429,0.1429,0.4286,0,0,1,0.15
EMP0186,Marketing,Digital Marketing Analyst,Medium,1,87,7,1,0,0,0,4,0,0.1983,0.1429,0.0,0.0,0.0,0.5714,1,1,2,0.13
EMP0187,Information Technology,System Administrator,Medium,1,59,7,3,1,0,0,4,1,0.3569,0.4286,0.1429,0.0,0.0,0.5714,1,1,2,0.41
EMP0188,Finance,Accountant,Medium,1,94,7,3,2,1,0,5,1,0.1846,0.4286,0.2857,0.1429,0.0,0.7143,1,1,2,0.06
EMP0189,Human Resources,HR Manager,High,1,84,7,1,1,0,1,5,1,0.2998,0.1429,0.1429,0.0,0.1429,0.7143,2,1,3,0.16
EMP0190,Information Technology,System Administrator,Medium,1,81,7,2,0,1,0,4,1,0.2201,0.2857,0.0,0.1429,0.0,0.5714,0,0,2,0.19
EMP0191,Finance,Accountant,High,1,58,7,1,0,1,0,1,1,0.414,0.1429,0.0,0.1429,0.0,0.1429,0,0,3,0.42
EMP0192,Legal,Legal Assistant,High,1,80,7,2,1,0,0,3,0,0.2685,0.2857,0.1429,0.0,0.0,0.4286,0,0,3,0.2
EMP0193,Legal,Compliance Analyst,High,1,70,7,3,2,0,1,3,0,0.2941,0.4286,0.2857,0.0,0.1429,0.4286,1,1,3,0.3
EMP0194,Operations,Operations Specialist,Medium,1,65,7,1,0,0,0,5,0,0.2856,0.1429,0.0,0.0,0.0,0.7143,2,1,2,0.35
EMP0195,Human Resources,Recruiter,Medium,1,77,7,1,1,0,1,3,1,0.3308,0.1429,0.1429,0.0,0.1429,0.4286,1,1,2,0.23
EMP0196,Finance,Accountant,Medium,1,95,7,1,1,0,0,5,1,0.1681,0.1429,0.1429,0.0,0.0,0.7143,1,1,2,0.05
EMP0197,Human Resources,HR Manager,Medium,1,65,7,2,1,1,1,4,1,0.2976,0.2857,0.1429,0.1429,0.1429,0.5714,0,0,2,0.35
EMP0198,Finance,Financial Analyst,Medium,1,75,7,3,1,1,1,3,1,0.2866,0.4286,0.1429,0.1429,0.1429,0.4286,0,0,2,0.25
EMP0199,Finance,Finance Manager,Medium,1,61,7,2,1,0,1,4,1,0.3216,0.2857,0.1429,0.0,0.1429,0.5714,2,1,2,0.39
EMP0200,Sales,Sales Representative,Medium,1,84,7,2,1,1,0,4,0,0.1629,0.2857,0.1429,0.1429,0.0,0.5714,1,1,2,0.16
EMP0201,Human Resources,HR Manager,Medium,1,70,7,2,1,0,1,3,1,0.3217,0.2857,0.1429,0.0,0.1429,0.4286,1,1,2,0.3
EMP0202,Executive,Chief Officer,Privileged,1,67,7,1,0,1,0,2,0,0.2831,0.1429,0.0,0.1429,0.0,0.2857,1,1,4,0.33
EMP0203,Legal,Legal Assistant,Medium,1,81,7,1,1,0,1,4,0,0.2735,0.1429,0.1429,0.0,0.1429,0.5714,0,0,2,0.19
EMP0204,Information Technology,System Administrator,Medium,1,77,7,2,2,0,1,6,1,0.1663,0.2857,0.2857,0.0,0.1429,0.8571,1,1,2,0.23
EMP0205,Finance,Accountant,High,1,71,7,4,3,0,2,2,1,0.4372,0.5714,0.4286,0.0,0.2857,0.2857,0,0,3,0.29
EMP0206,Marketing,Marketing Manager,Low,1,87,7,2,1,0,1,4,0,0.2066,0.2857,0.1429,0.0,0.1429,0.5714,1,1,1,0.13
EMP0207,Human Resources,HR Manager,Medium,1,57,7,1,0,0,0,3,1,0.368,0.1429,0.0,0.0,0.0,0.4286,1,1,2,0.43
EMP0208,Human Resources,HR Manager,High,1,84,7,3,1,0,0,5,1,0.2572,0.4286,0.1429,0.0,0.0,0.7143,1,1,3,0.16
EMP0209,Human Resources,HR Manager,Medium,1,58,7,3,2,0,0,0,1,0.269,0.4286,0.2857,0.0,0.0,0.0,1,1,2,0.42
EMP0210,Legal,Legal Manager,High,1,78,7,2,1,0,1,3,0,0.2216,0.2857,0.1429,0.0,0.1429,0.4286,0,0,3,0.22
EMP0211,Legal,Legal Assistant,High,1,77,7,2,0,0,0,4,0,0.2158,0.2857,0.0,0.0,0.0,0.5714,1,1,3,0.23
EMP0212,Finance,Accountant,High,0,63,7,2,2,0,1,3,1,0.4514,0.2857,0.2857,0.0,0.1429,0.4286,2,1,3,0.37
EMP0213,Human Resources,Recruiter,High,0,90,7,3,1,0,1,3,1,0.3236,0.4286,0.1429,0.0,0.1429,0.4286,2,1,3,0.1
EMP0214,Executive,Chief Officer,High,1,71,7,2,2,0,1,4,0,0.3463,0.2857,0.2857,0.0,0.1429,0.5714,1,1,3,0.29
EMP0215,Marketing,Marketing Specialist,Medium,1,48,7,0,0,0,0,3,0,0.3811,0.0,0.0,0.0,0.0,0.4286,1,1,2,0.52
EMP0216,Executive,Vice President,Privileged,1,68,7,4,2,0,0,3,0,0.3661,0.5714,0.2857,0.0,0.0,0.4286,0,0,4,0.32
EMP0217,Operations,Operations Specialist,Low,1,82,7,2,1,0,1,0,0,0.1885,0.2857,0.1429,0.0,0.1429,0.0,1,1,1,0.18
EMP0218,Human Resources,Recruiter,High,1,70,7,3,2,0,1,2,1,0.324,0.4286,0.2857,0.0,0.1429,0.2857,1,1,3,0.3
EMP0219,Sales,Account Executive,Medium,1,92,7,1,1,0,1,3,0,0.2179,0.1429,0.1429,0.0,0.1429,0.4286,0,0,2,0.08
EMP0220,Legal,Legal Assistant,High,1,81,7,2,2,0,1,6,0,0.2402,0.2857,0.2857,0.0,0.1429,0.8571,1,1,3,0.19
EMP0221,Legal,Legal Assistant,High,1,82,7,3,0,1,0,5,0,0.3198,0.4286,0.0,0.1429,0.0,0.7143,1,1,3,0.18
EMP0222,Sales,Account Executive,Medium,1,72,7,1,1,0,0,4,0,0.307,0.1429,0.1429,0.0,0.0,0.5714,2,1,2,0.28
EMP0223,Legal,Compliance Analyst,High,1,92,7,1,0,0,0,5,0,0.196,0.1429,0.0,0.0,0.0,0.7143,0,0,3,0.08
EMP0224,Finance,Finance Manager,Medium,1,73,7,3,1,1,0,3,1,0.3745,0.4286,0.1429,0.1429,0.0,0.4286,2,1,2,0.27
EMP0225,Human Resources,HR Specialist,High,1,78,7,0,0,0,0,3,1,0.3808,0.0,0.0,0.0,0.0,0.4286,3,1,3,0.22
EMP0226,Executive,Chief Officer,High,1,98,7,1,1,0,0,4,0,0.2242,0.1429,0.1429,0.0,0.0,0.5714,0,0,3,0.02
EMP0227,Executive,Chief Officer,Privileged,1,80,7,1,1,0,1,4,0,0.2058,0.1429,0.1429,0.0,0.1429,0.5714,1,1,4,0.2
EMP0228,Executive,Director,High,1,87,7,0,0,0,0,2,0,0.1667,0.0,0.0,0.0,0.0,0.2857,0,0,3,0.13
EMP0229,Operations,Operations Analyst,Medium,1,82,7,1,0,1,0,2,0,0.3057,0.1429,0.0,0.1429,0.0,0.2857,2,1,2,0.18
EMP0230,Sales,Account Executive,Medium,1,73,7,2,2,0,2,1,0,0.2572,0.2857,0.2857,0.0,0.2857,0.1429,1,1,2,0.27
EMP0231,Executive,Chief Officer,Privileged,1,72,7,3,2,0,1,1,0,0.3776,0.4286,0.2857,0.0,0.1429,0.1429,1,1,4,0.28
EMP0232,Marketing,Marketing Manager,Medium,1,67,7,4,2,0,0,3,0,0.2978,0.5714,0.2857,0.0,0.0,0.4286,3,1,2,0.33
EMP0233,Legal,Legal Manager,High,1,83,7,1,1,0,0,4,0,0.1763,0.1429,0.1429,0.0,0.0,0.5714,1,1,3,0.17
EMP0234,Operations,Operations Specialist,Medium,1,82,7,0,0,0,0,4,0,0.2737,0.0,0.0,0.0,0.0,0.5714,1,1,2,0.18
EMP0235,Sales,Sales Representative,Low,1,74,7,1,1,0,1,3,0,0.2415,0.1429,0.1429,0.0,0.1429,0.4286,2,1,1,0.26
EMP0236,Legal,Legal Assistant,Medium,0,66,7,2,0,0,0,1,0,0.3575,0.2857,0.0,0.0,0.0,0.1429,0,0,2,0.34
EMP0237,Sales,Sales Representative,Medium,1,88,7,1,1,0,1,6,0,0.1916,0.1429,0.1429,0.0,0.1429,0.8571,1,1,2,0.12
EMP0238,Operations,Operations Manager,Medium,1,94,7,1,0,0,0,3,0,0.1768,0.1429,0.0,0.0,0.0,0.4286,0,0,2,0.06
EMP0239,Human Resources,HR Specialist,High,1,56,7,0,0,0,0,4,1,0.349,0.0,0.0,0.0,0.0,0.5714,2,1,3,0.44
EMP0240,Sales,Account Executive,Low,1,95,7,4,2,1,2,6,0,0.2846,0.5714,0.2857,0.1429,0.2857,0.8571,1,1,1,0.05
EMP0241,Operations,Operations Analyst,Low,1,100,7,0,0,0,0,4,0,0.1715,0.0,0.0,0.0,0.0,0.5714,0,0,1,0.0
EMP0242,Operations,Operations Analyst,Low,1,79,7,4,3,0,2,2,0,0.2711,0.5714,0.4286,0.0,0.2857,0.2857,1,1,1,0.21
EMP0243,Operations,Operations Manager,Low,1,83,7,2,1,1,0,5,0,0.2134,0.2857,0.1429,0.1429,0.0,0.7143,2,1,1,0.17
EMP0244,Executive,Director,High,1,80,7,0,0,0,0,3,0,0.2632,0.0,0.0,0.0,0.0,0.4286,1,1,3,0.2
EMP0245,Operations,Operations Specialist,Medium,1,97,7,1,0,0,0,2,0,0.1744,0.1429,0.0,0.0,0.0,0.2857,0,0,2,0.03
EMP0246,Executive,Vice President,High,1,71,7,1,0,1,0,5,0,0.2631,0.1429,0.0,0.1429,0.0,0.7143,2,1,3,0.29
EMP0247,Finance,Accountant,High,0,78,7,2,1,0,0,5,1,0.4381,0.2857,0.1429,0.0,0.0,0.7143,2,1,3,0.22
EMP0248,Human Resources,HR Specialist,High,1,91,7,0,0,0,0,6,1,0.1979,0.0,0.0,0.0,0.0,0.8571,0,0,3,0.09
EMP0249,Executive,Director,High,1,65,7,3,2,0,0,3,0,0.3387,0.4286,0.2857,0.0,0.0,0.4286,0,0,3,0.35
EMP0250,Information Technology,IT Support Analyst,Privileged,1,58,7,2,1,0,0,2,1,0.3044,0.2857,0.1429,0.0,0.0,0.2857,0,0,4,0.42
EMP0251,Operations,Operations Analyst,Low,1,73,7,3,0,0,0,2,0,0.2745,0.4286,0.0,0.0,0.0,0.2857,1,1,1,0.27
EMP0252,Human Resources,HR Manager,High,1,98,7,1,1,0,0,4,1,0.1174,0.1429,0.1429,0.0,0.0,0.5714,1,1,3,0.02
EMP0253,Sales,Sales Manager,Medium,1,45,7,0,0,0,0,2,0,0.3409,0.0,0.0,0.0,0.0,0.2857,1,1,2,0.55
EMP0254,Executive,Vice President,Privileged,1,77,7,2,0,0,0,5,0,0.4355,0.2857,0.0,0.0,0.0,0.7143,1,1,4,0.23
EMP0255,Marketing,Digital Marketing Analyst,Low,1,74,7,2,2,0,1,3,0,0.1814,0.2857,0.2857,0.0,0.1429,0.4286,1,1,1,0.26
EMP0256,Human Resources,HR Specialist,Medium,1,64,7,2,1,1,1,2,1,0.3149,0.2857,0.1429,0.1429,0.1429,0.2857,2,1,2,0.36
EMP0257,Operations,Operations Manager,Low,1,78,7,3,1,1,0,4,0,0.2577,0.4286,0.1429,0.1429,0.0,0.5714,1,1,1,0.22
EMP0258,Information Technology,IT Support Analyst,Medium,1,77,7,1,1,0,0,1,1,0.233,0.1429,0.1429,0.0,0.0,0.1429,1,1,2,0.23
EMP0259,Human Resources,HR Specialist,Medium,1,77,7,1,0,0,0,3,1,0.3238,0.1429,0.0,0.0,0.0,0.4286,1,1,2,0.23
EMP0260,Marketing,Digital Marketing Analyst,Medium,0,71,7,5,2,1,1,0,0,0.4529,0.7143,0.2857,0.1429,0.1429,0.0,2,1,2,0.29
EMP0261,Operations,Operations Analyst,Low,1,46,7,3,2,0,1,3,0,0.3728,0.4286,0.2857,0.0,0.1429,0.4286,1,1,1,0.54
EMP0262,Operations,Operations Manager,Medium,1,91,7,1,1,0,0,7,0,0.2942,0.1429,0.1429,0.0,0.0,1.0,1,1,2,0.09
EMP0263,Executive,Director,High,1,61,7,5,3,1,3,2,0,0.4305,0.7143,0.4286,0.1429,0.4286,0.2857,1,1,3,0.39
EMP0264,Operations,Operations Manager,Low,1,68,7,1,0,1,0,4,0,0.1539,0.1429,0.0,0.1429,0.0,0.5714,0,0,1,0.32
EMP0265,Marketing,Marketing Specialist,Low,1,89,7,2,1,0,0,4,0,0.1682,0.2857,0.1429,0.0,0.0,0.5714,0,0,1,0.11
EMP0266,Information Technology,System Administrator,Medium,1,93,7,2,1,0,1,5,1,0.2056,0.2857,0.1429,0.0,0.1429,0.7143,0,0,2,0.07
EMP0267,Human Resources,HR Specialist,Medium,1,71,7,4,2,1,1,5,1,0.2964,0.5714,0.2857,0.1429,0.1429,0.7143,1,1,2,0.29
EMP0268,Operations,Operations Manager,Medium,1,83,7,1,0,0,0,2,0,0.2792,0.1429,0.0,0.0,0.0,0.2857,1,1,2,0.17
EMP0269,Executive,Director,Privileged,1,86,7,4,3,1,2,4,0,0.3777,0.5714,0.4286,0.1429,0.2857,0.5714,1,1,4,0.14
EMP0270,Operations,Operations Manager,Medium,1,83,7,2,0,0,0,6,0,0.3119,0.2857,0.0,0.0,0.0,0.8571,0,0,2,0.17
EMP0271,Operations,Operations Manager,Medium,1,85,7,4,2,1,0,2,0,0.2866,0.5714,0.2857,0.1429,0.0,0.2857,1,1,2,0.15
EMP0272,Executive,Director,High,0,74,7,2,2,0,1,3,0,0.3723,0.2857,0.2857,0.0,0.1429,0.4286,2,1,3,0.26
EMP0273,Marketing,Marketing Manager,Medium,0,81,7,3,2,0,2,2,0,0.4513,0.4286,0.2857,0.0,0.2857,0.2857,0,0,2,0.19
EMP0274,Operations,Operations Analyst,Low,1,62,7,3,3,0,2,2,0,0.2446,0.4286,0.4286,0.0,0.2857,0.2857,1,1,1,0.38
EMP0275,Sales,Sales Manager,Low,1,69,7,2,2,0,1,4,0,0.3632,0.2857,0.2857,0.0,0.1429,0.5714,0,0,1,0.31
EMP0276,Operations,Operations Manager,Low,1,61,7,3,1,0,0,4,0,0.3767,0.4286,0.1429,0.0,0.0,0.5714,0,0,1,0.39
EMP0277,Information Technology,System Administrator,Privileged,1,53,7,3,2,0,1,4,1,0.3422,0.4286,0.2857,0.0,0.1429,0.5714,2,1,4,0.47
EMP0278,Executive,Vice President,High,1,98,7,1,1,0,0,6,0,0.1991,0.1429,0.1429,0.0,0.0,0.8571,1,1,3,0.02
EMP0279,Marketing,Marketing Manager,Medium,0,77,7,6,3,0,1,2,0,0.4392,0.8571,0.4286,0.0,0.1429,0.2857,1,1,2,0.23
EMP0280,Human Resources,Recruiter,High,1,91,7,0,0,0,0,3,1,0.1191,0.0,0.0,0.0,0.0,0.4286,0,0,3,0.09
EMP0281,Marketing,Digital Marketing Analyst,Medium,0,81,7,3,1,1,1,4,0,0.3263,0.4286,0.1429,0.1429,0.1429,0.5714,1,1,2,0.19
EMP0282,Human Resources,HR Specialist,High,1,57,7,3,3,0,1,3,1,0.4621,0.4286,0.4286,0.0,0.1429,0.4286,2,1,3,0.43
EMP0283,Marketing,Marketing Manager,Medium,1,78,7,1,1,0,0,3,0,0.305,0.1429,0.1429,0.0,0.0,0.4286,1,1,2,0.22
EMP0284,Operations,Operations Manager,Medium,1,82,7,0,0,0,0,3,0,0.2922,0.0,0.0,0.0,0.0,0.4286,1,1,2,0.18
EMP0285,Finance,Accountant,Medium,1,80,7,4,1,1,1,3,1,0.2245,0.5714,0.1429,0.1429,0.1429,0.4286,0,0,2,0.2
EMP0286,Legal,Compliance Analyst,High,1,66,7,0,0,0,0,3,0,0.3333,0.0,0.0,0.0,0.0,0.4286,2,1,3,0.34
EMP0287,Human Resources,Recruiter,Medium,1,81,7,1,1,0,0,3,1,0.2711,0.1429,0.1429,0.0,0.0,0.4286,0,0,2,0.19
EMP0288,Executive,Vice President,High,1,89,7,0,0,0,0,5,0,0.2107,0.0,0.0,0.0,0.0,0.7143,1,1,3,0.11
EMP0289,Sales,Sales Manager,Medium,1,55,7,1,1,0,1,3,0,0.3936,0.1429,0.1429,0.0,0.1429,0.4286,1,1,2,0.45
EMP0290,Executive,Chief Officer,Privileged,0,62,7,1,1,0,0,2,0,0.35,0.1429,0.1429,0.0,0.0,0.2857,0,0,4,0.38
EMP0291,Finance,Financial Analyst,High,1,80,7,2,0,1,0,3,1,0.2818,0.2857,0.0,0.1429,0.0,0.4286,0,0,3,0.2
EMP0292,Information Technology,System Administrator,High,1,68,7,4,1,0,1,2,1,0.2876,0.5714,0.1429,0.0,0.1429,0.2857,0,0,3,0.32
EMP0293,Executive,Director,High,1,66,7,2,0,1,0,4,0,0.2099,0.2857,0.0,0.1429,0.0,0.5714,1,1,3,0.34
EMP0294,Sales,Sales Manager,Low,1,90,7,2,1,0,0,4,0,0.2499,0.2857,0.1429,0.0,0.0,0.5714,1,1,1,0.1
EMP0295,Operations,Operations Manager,Low,1,67,7,1,0,1,0,5,0,0.3552,0.1429,0.0,0.1429,0.0,0.7143,0,0,1,0.33
EMP0296,Marketing,Marketing Specialist,Low,1,86,7,0,0,0,0,4,0,0.1886,0.0,0.0,0.0,0.0,0.5714,0,0,1,0.14
EMP0297,Human Resources,Recruiter,Medium,0,100,7,2,1,0,0,1,1,0.1886,0.2857,0.1429,0.0,0.0,0.1429,1,1,2,0.0
EMP0298,Information Technology,System Administrator,Privileged,1,76,7,1,0,0,0,2,1,0.2766,0.1429,0.0,0.0,0.0,0.2857,1,1,4,0.24
EMP0299,Operations,Operations Manager,Medium,0,77,7,2,1,0,1,1,0,0.3613,0.2857,0.1429,0.0,0.1429,0.1429,1,1,2,0.23
EMP0300,Marketing,Digital Marketing Analyst,Medium,1,99,7,0,0,0,0,2,0,0.1632,0.0,0.0,0.0,0.0,0.2857,1,1,2,0.01
EMP0301,Sales,Account Executive,Low,1,85,7,0,0,0,0,4,0,0.2221,0.0,0.0,0.0,0.0,0.5714,1,1,1,0.15
EMP0302,Marketing,Marketing Specialist,Low,1,89,7,1,1,0,1,5,0,0.2208,0.1429,0.1429,0.0,0.1429,0.7143,0,0,1,0.11
EMP0303,Human Resources,Recruiter,High,0,77,7,4,2,1,1,1,1,0.4188,0.5714,0.2857,0.1429,0.1429,0.1429,1,1,3,0.23
EMP0304,Legal,Legal Manager,High,1,85,7,3,1,1,0,5,0,0.2928,0.4286,0.1429,0.1429,0.0,0.7143,2,1,3,0.15
EMP0305,Finance,Accountant,High,1,84,7,1,1,0,1,5,1,0.141,0.1429,0.1429,0.0,0.1429,0.7143,1,1,3,0.16
EMP0306,Executive,Director,Privileged,1,90,7,2,1,0,0,6,0,0.2853,0.2857,0.1429,0.0,0.0,0.8571,2,1,4,0.1
EMP0307,Executive,Vice President,Privileged,1,83,7,1,0,0,0,3,0,0.2239,0.1429,0.0,0.0,0.0,0.4286,1,1,4,0.17
EMP0308,Marketing,Digital Marketing Analyst,Medium,1,80,7,2,1,0,1,5,0,0.1941,0.2857,0.1429,0.0,0.1429,0.7143,0,0,2,0.2
EMP0309,Sales,Sales Manager,Low,0,65,7,3,2,0,1,5,0,0.3462,0.4286,0.2857,0.0,0.1429,0.7143,1,1,1,0.35
EMP0310,Marketing,Marketing Specialist,Medium,1,90,7,3,1,1,1,4,0,0.423,0.4286,0.1429,0.1429,0.1429,0.5714,1,1,2,0.1
EMP0311,Finance,Accountant,High,1,78,7,1,0,0,0,3,1,0.2589,0.1429,0.0,0.0,0.0,0.4286,1,1,3,0.22
EMP0312,Marketing,Digital Marketing Analyst,Low,1,78,7,1,1,0,0,3,0,0.2563,0.1429,0.1429,0.0,0.0,0.4286,0,0,1,0.22
EMP0313,Executive,Director,High,1,72,7,0,0,0,0,4,0,0.3084,0.0,0.0,0.0,0.0,0.5714,0,0,3,0.28
EMP0314,Legal,Legal Assistant,High,1,74,7,1,0,0,0,0,0,0.2424,0.1429,0.0,0.0,0.0,0.0,0,0,3,0.26
EMP0315,Human Resources,HR Manager,High,1,75,7,3,3,0,2,3,1,0.2544,0.4286,0.4286,0.0,0.2857,0.4286,0,0,3,0.25
EMP0316,Finance,Finance Manager,Medium,1,72,7,3,2,1,1,5,1,0.3174,0.4286,0.2857,0.1429,0.1429,0.7143,0,0,2,0.28
EMP0317,Marketing,Marketing Manager,Low,1,81,7,1,0,0,0,4,0,0.1907,0.1429,0.0,0.0,0.0,0.5714,0,0,1,0.19
EMP0318,Human Resources,Recruiter,High,0,88,7,2,0,1,0,4,1,0.3247,0.2857,0.0,0.1429,0.0,0.5714,1,1,3,0.12
EMP0319,Legal,Legal Manager,High,0,78,7,5,2,1,1,1,0,0.3869,0.7143,0.2857,0.1429,0.1429,0.1429,1,1,3,0.22
EMP0320,Human Resources,Recruiter,High,1,90,7,0,0,0,0,5,1,0.121,0.0,0.0,0.0,0.0,0.7143,0,0,3,0.1
EMP0321,Legal,Legal Manager,High,1,71,7,3,2,1,0,3,0,0.2768,0.4286,0.2857,0.1429,0.0,0.4286,1,1,3,0.29
EMP0322,Finance,Finance Manager,Medium,1,94,7,1,1,0,1,3,1,0.2404,0.1429,0.1429,0.0,0.1429,0.4286,0,0,2,0.06
EMP0323,Sales,Sales Manager,Medium,1,72,7,3,3,0,1,3,0,0.3695,0.4286,0.4286,0.0,0.1429,0.4286,1,1,2,0.28
EMP0324,Sales,Sales Manager,Low,1,95,7,2,0,1,0,1,0,0.2226,0.2857,0.0,0.1429,0.0,0.1429,1,1,1,0.05
EMP0325,Marketing,Marketing Specialist,Low,0,61,7,1,1,0,0,0,0,0.3497,0.1429,0.1429,0.0,0.0,0.0,1,1,1,0.39
EMP0326,Executive,Director,Privileged,1,66,7,1,0,0,0,5,0,0.1993,0.1429,0.0,0.0,0.0,0.7143,1,1,4,0.34
EMP0327,Finance,Financial Analyst,High,0,77,7,1,1,0,0,3,1,0.432,0.1429,0.1429,0.0,0.0,0.4286,0,0,3,0.23
EMP0328,Finance,Accountant,High,1,80,7,3,2,1,1,2,1,0.2503,0.4286,0.2857,0.1429,0.1429,0.2857,0,0,3,0.2
EMP0329,Legal,Compliance Analyst,Medium,1,89,7,3,1,1,0,2,0,0.223,0.4286,0.1429,0.1429,0.0,0.2857,0,0,2,0.11
EMP0330,Sales,Sales Manager,Medium,1,75,7,1,1,0,0,5,0,0.2626,0.1429,0.1429,0.0,0.0,0.7143,0,0,2,0.25
EMP0331,Information Technology,IT Support Analyst,Medium,1,79,7,2,2,0,0,3,1,0.3564,0.2857,0.2857,0.0,0.0,0.4286,2,1,2,0.21
EMP0332,Human Resources,HR Manager,High,1,83,7,1,0,1,0,2,1,0.2815,0.1429,0.0,0.1429,0.0,0.2857,2,1,3,0.17
EMP0333,Sales,Account Executive,Low,1,70,7,1,1,0,1,1,0,0.2624,0.1429,0.1429,0.0,0.1429,0.1429,1,1,1,0.3
EMP0334,Sales,Account Executive,Medium,1,71,7,1,1,0,1,4,0,0.2583,0.1429,0.1429,0.0,0.1429,0.5714,0,0,2,0.29
EMP0335,Executive,Vice President,High,1,95,7,2,1,1,0,5,0,0.2038,0.2857,0.1429,0.1429,0.0,0.7143,0,0,3,0.05
EMP0336,Executive,Vice President,High,1,71,7,3,1,1,1,3,0,0.3873,0.4286,0.1429,0.1429,0.1429,0.4286,1,1,3,0.29
EMP0337,Human Resources,Recruiter,High,1,80,7,3,2,0,1,4,1,0.2729,0.4286,0.2857,0.0,0.1429,0.5714,2,1,3,0.2
EMP0338,Operations,Operations Manager,Medium,1,59,7,3,1,0,1,0,0,0.3481,0.4286,0.1429,0.0,0.1429,0.0,3,1,2,0.41
EMP0339,Operations,Operations Specialist,Medium,1,70,7,4,2,1,1,2,0,0.2763,0.5714,0.2857,0.1429,0.1429,0.2857,1,1,2,0.3
EMP0340,Sales,Account Executive,Medium,1,73,7,2,1,0,0,1,0,0.2814,0.2857,0.1429,0.0,0.0,0.1429,0,0,2,0.27
EMP0341,Human Resources,HR Specialist,High,1,85,7,0,0,0,0,3,1,0.1679,0.0,0.0,0.0,0.0,0.4286,0,0,3,0.15
EMP0342,Legal,Legal Manager,High,1,100,7,3,3,0,1,4,0,0.1709,0.4286,0.4286,0.0,0.1429,0.5714,1,1,3,0.0
EMP0343,Operations,Operations Analyst,Medium,1,77,7,2,1,1,1,3,0,0.2468,0.2857,0.1429,0.1429,0.1429,0.4286,3,1,2,0.23
EMP0344,Operations,Operations Analyst,Low,1,99,7,2,1,0,0,5,0,0.1933,0.2857,0.1429,0.0,0.0,0.7143,1,1,1,0.01
EMP0345,Executive,Vice President,High,0,77,7,2,2,0,1,3,0,0.3656,0.2857,0.2857,0.0,0.1429,0.4286,2,1,3,0.23
EMP0346,Legal,Legal Assistant,Medium,1,92,7,0,0,0,0,4,0,0.1643,0.0,0.0,0.0,0.0,0.5714,0,0,2,0.08
EMP0347,Operations,Operations Manager,Low,1,86,7,1,1,0,0,4,0,0.0968,0.1429,0.1429,0.0,0.0,0.5714,0,0,1,0.14
EMP0348,Human Resources,HR Manager,Medium,1,100,7,3,2,0,1,5,1,0.1886,0.4286,0.2857,0.0,0.1429,0.7143,0,0,2,0.0
EMP0349,Operations,Operations Specialist,Low,1,87,7,2,1,1,1,4,0,0.291,0.2857,0.1429,0.1429,0.1429,0.5714,1,1,1,0.13
EMP0350,Legal,Legal Manager,Medium,1,84,7,1,0,1,0,3,0,0.2816,0.1429,0.0,0.1429,0.0,0.4286,1,1,2,0.16
EMP0351,Human Resources,Recruiter,High,1,75,7,1,1,0,0,2,1,0.337,0.1429,0.1429,0.0,0.0,0.2857,1,1,3,0.25
EMP0352,Marketing,Marketing Specialist,Low,1,79,7,1,0,1,0,2,0,0.1878,0.1429,0.0,0.1429,0.0,0.2857,1,1,1,0.21
EMP0353,Information Technology,Security Analyst,High,1,78,7,2,2,0,1,2,1,0.3269,0.2857,0.2857,0.0,0.1429,0.2857,0,0,3,0.22
EMP0354,Operations,Operations Analyst,Medium,1,93,7,2,2,0,2,4,0,0.2541,0.2857,0.2857,0.0,0.2857,0.5714,2,1,2,0.07
