employee_id,department,role,privilege_level,security_training_completed,previous_training_score,total_simulations,emails_opened,links_clicked,attachments_opened,credentials_submitted,phishing_emails_reported,simulations_failed,remediation_trainings,targeted_scenarios,average_failure_probability,average_reporting_time_seconds,targeted_attack_failure_rate,email_open_rate,click_rate,attachment_open_rate,credential_submission_rate,reporting_rate,failure_rate,remediation_rate,non_failure_rate,report_to_failure_ratio,privilege_risk_value,training_risk,reporting_quality
EMP0132,Marketing,Marketing Manager,Medium,1,71,10,8,2,0,1,5,4,4,0,0.2967,265.2,0.0,0.8,0.2,0.0,0.1,0.5,0.4,0.4,0.6,1.25,2,0.29,0.5
EMP0133,Finance,Financial Analyst,High,0,60,10,8,4,0,3,1,5,5,1,0.4011,146.0,1.0,0.8,0.4,0.0,0.3,0.1,0.5,0.5,0.5,0.2,3,0.4,0.05
EMP0134,Information Technology,Security Analyst,High,1,61,10,6,0,1,0,7,4,4,1,0.3243,193.5714,0.0,0.6,0.0,0.1,0.0,0.7,0.4,0.4,0.6,1.75,3,0.39,0.7
EMP0135,Finance,Financial Analyst,High,1,69,10,8,1,0,0,8,2,2,1,0.274,256.375,1.0,0.8,0.1,0.0,0.0,0.8,0.2,0.2,0.8,3.0,3,0.31,0.8
EMP0136,Legal,Legal Manager,High,1,75,10,9,2,0,0,6,2,2,0,0.316,213.0,0.0,0.9,0.2,0.0,0.0,0.6,0.2,0.2,0.8,3.0,3,0.25,0.6
EMP0137,Marketing,Marketing Manager,Low,1,77,10,10,1,0,1,3,1,1,0,0.1823,298.3333,0.0,1.0,0.1,0.0,0.1,0.3,0.1,0.1,0.9,3.0,1,0.23,0.3
EMP0138,Marketing,Marketing Manager,Low,1,65,10,8,2,0,2,5,3,3,0,0.3475,346.4,0.0,0.8,0.2,0.0,0.2,0.5,0.3,0.3,0.7,1.6667,1,0.35,0.5
EMP0139,Operations,Operations Analyst,Medium,0,81,10,8,1,2,0,5,3,3,0,0.3717,255.8,0.0,0.8,0.1,0.2,0.0,0.5,0.3,0.3,0.7,1.6667,2,0.19,0.25
EMP0140,Finance,Finance Manager,Medium,1,68,10,5,1,1,0,4,5,5,1,0.374,323.5,1.0,0.5,0.1,0.1,0.0,0.4,0.5,0.5,0.5,0.8,2,0.32,0.4
EMP0141,Legal,Compliance Analyst,Medium,1,86,10,7,0,1,0,7,2,2,0,0.1662,224.2857,0.0,0.7,0.0,0.1,0.0,0.7,0.2,0.2,0.8,3.0,2,0.14,0.7
EMP0142,Legal,Legal Manager,High,1,73,10,7,2,1,2,7,3,3,0,0.2654,183.2857,0.0,0.7,0.2,0.1,0.2,0.7,0.3,0.3,0.7,2.3333,3,0.27,0.7
EMP0143,Human Resources,HR Manager,High,1,80,10,9,2,0,2,3,3,3,2,0.2246,149.3333,0.5,0.9,0.2,0.0,0.2,0.3,0.3,0.3,0.7,1.0,3,0.2,0.3
EMP0144,Operations,Operations Manager,Medium,1,78,10,8,1,1,0,5,3,3,0,0.3104,263.8,0.0,0.8,0.1,0.1,0.0,0.5,0.3,0.3,0.7,1.6667,2,0.22,0.5
EMP0145,Legal,Compliance Analyst,High,1,95,10,9,2,2,1,6,4,4,0,0.2958,139.6667,0.0,0.9,0.2,0.2,0.1,0.6,0.4,0.4,0.6,1.5,3,0.05,0.6
EMP0146,Information Technology,IT Support Analyst,High,1,89,10,10,0,0,0,7,0,0,1,0.1714,292.5714,0.0,1.0,0.0,0.0,0.0,0.7,0.0,0.0,1.0,3.0,3,0.11,0.7
EMP0147,Marketing,Marketing Manager,Low,1,100,10,9,1,1,0,8,2,2,0,0.1928,305.875,0.0,0.9,0.1,0.1,0.0,0.8,0.2,0.2,0.8,3.0,1,0.0,0.8
EMP0148,Operations,Operations Specialist,Low,1,68,10,7,1,0,1,5,2,2,0,0.2881,615.6,0.0,0.7,0.1,0.0,0.1,0.5,0.2,0.2,0.8,2.5,1,0.32,0.5
EMP0149,Operations,Operations Specialist,Low,1,68,10,8,1,1,0,7,2,2,0,0.2817,188.8571,0.0,0.8,0.1,0.1,0.0,0.7,0.2,0.2,0.8,3.0,1,0.32,0.7
EMP0150,Marketing,Marketing Manager,Medium,1,79,10,6,1,0,0,6,1,1,0,0.303,233.5,0.0,0.6,0.1,0.0,0.0,0.6,0.1,0.1,0.9,3.0,2,0.21,0.6
EMP0151,Executive,Vice President,Privileged,1,89,10,8,2,0,1,5,3,3,0,0.2176,227.2,0.0,0.8,0.2,0.0,0.1,0.5,0.3,0.3,0.7,1.6667,4,0.11,0.5
EMP0152,Sales,Sales Manager,Medium,1,71,10,9,2,1,1,4,5,5,0,0.2454,183.5,0.0,0.9,0.2,0.1,0.1,0.4,0.5,0.5,0.5,0.8,2,0.29,0.4
EMP0153,Information Technology,Security Analyst,Medium,1,62,10,10,4,1,1,3,6,6,1,0.3428,324.0,1.0,1.0,0.4,0.1,0.1,0.3,0.6,0.6,0.4,0.5,2,0.38,0.3
EMP0154,Operations,Operations Manager,Medium,1,99,10,9,2,0,0,7,2,2,0,0.349,221.4286,0.0,0.9,0.2,0.0,0.0,0.7,0.2,0.2,0.8,3.0,2,0.01,0.7
EMP0155,Human Resources,HR Specialist,High,0,92,10,6,2,1,1,5,5,5,2,0.2589,185.2,0.5,0.6,0.2,0.1,0.1,0.5,0.5,0.5,0.5,1.0,3,0.08,0.25
EMP0156,Sales,Sales Representative,Low,1,72,10,9,1,2,0,5,5,5,0,0.3572,274.0,0.0,0.9,0.1,0.2,0.0,0.5,0.5,0.5,0.5,1.0,1,0.28,0.5
EMP0157,Finance,Financial Analyst,Medium,1,76,10,9,2,1,0,3,3,3,1,0.3136,668.0,0.0,0.9,0.2,0.1,0.0,0.3,0.3,0.3,0.7,1.0,2,0.24,0.3
EMP0158,Executive,Chief Officer,High,1,92,10,7,1,0,1,6,1,1,0,0.312,279.5,0.0,0.7,0.1,0.0,0.1,0.6,0.1,0.1,0.9,3.0,3,0.08,0.6
EMP0159,Executive,Vice President,High,1,78,10,9,1,1,0,7,2,2,0,0.2529,161.4286,0.0,0.9,0.1,0.1,0.0,0.7,0.2,0.2,0.8,3.0,3,0.22,0.7
EMP0160,Marketing,Digital Marketing Analyst,Medium,1,78,10,10,3,0,1,5,3,3,0,0.1938,266.2,0.0,1.0,0.3,0.0,0.1,0.5,0.3,0.3,0.7,1.6667,2,0.22,0.5
EMP0161,Sales,Sales Representative,Low,1,65,10,8,3,0,0,7,5,5,0,0.4035,396.1429,0.0,0.8,0.3,0.0,0.0,0.7,0.5,0.5,0.5,1.4,1,0.35,0.7
EMP0162,Human Resources,Recruiter,Medium,1,76,10,9,4,0,3,6,5,5,2,0.386,410.6667,0.5,0.9,0.4,0.0,0.3,0.6,0.5,0.5,0.5,1.2,2,0.24,0.6
EMP0163,Information Technology,Security Analyst,Privileged,1,59,10,10,3,1,2,4,4,4,1,0.3827,421.75,0.0,1.0,0.3,0.1,0.2,0.4,0.4,0.4,0.6,1.0,4,0.41,0.4
EMP0164,Executive,Director,High,1,93,10,10,3,1,2,5,4,4,0,0.2278,202.2,0.0,1.0,0.3,0.1,0.2,0.5,0.4,0.4,0.6,1.25,3,0.07,0.5
EMP0165,Human Resources,Recruiter,Medium,1,92,10,9,2,1,0,7,4,4,2,0.2889,299.0,0.0,0.9,0.2,0.1,0.0,0.7,0.4,0.4,0.6,1.75,2,0.08,0.7
EMP0166,Executive,Chief Officer,Privileged,1,78,10,9,1,0,1,4,2,2,0,0.3039,220.5,0.0,0.9,0.1,0.0,0.1,0.4,0.2,0.2,0.8,2.0,4,0.22,0.4
EMP0167,Executive,Chief Officer,Privileged,1,85,10,8,2,0,2,6,2,2,0,0.2685,386.1667,0.0,0.8,0.2,0.0,0.2,0.6,0.2,0.2,0.8,3.0,4,0.15,0.6
EMP0168,Executive,Director,Privileged,1,94,10,9,2,0,0,8,3,3,0,0.256,154.0,0.0,0.9,0.2,0.0,0.0,0.8,0.3,0.3,0.7,2.6667,4,0.06,0.8
EMP0169,Executive,Vice President,High,0,90,10,10,2,1,2,7,3,3,0,0.2924,208.0,0.0,1.0,0.2,0.1,0.2,0.7,0.3,0.3,0.7,2.3333,3,0.1,0.35
EMP0170,Operations,Operations Manager,Medium,1,56,10,8,3,0,2,4,6,6,0,0.3593,160.25,0.0,0.8,0.3,0.0,0.2,0.4,0.6,0.6,0.4,0.6667,2,0.44,0.4
EMP0171,Sales,Account Executive,Medium,1,96,10,8,0,0,0,8,1,1,0,0.2816,260.125,0.0,0.8,0.0,0.0,0.0,0.8,0.1,0.1,0.9,3.0,2,0.04,0.8
EMP0172,Human Resources,HR Manager,High,1,78,10,9,3,0,1,5,5,5,2,0.3486,326.6,0.5,0.9,0.3,0.0,0.1,0.5,0.5,0.5,0.5,1.0,3,0.22,0.5
EMP0173,Sales,Account Executive,Medium,1,57,10,10,3,0,2,2,3,3,0,0.3105,375.0,0.0,1.0,0.3,0.0,0.2,0.2,0.3,0.3,0.7,0.6667,2,0.43,0.2
EMP0174,Legal,Legal Manager,Medium,1,77,10,9,3,1,1,2,4,4,0,0.2629,325.5,0.0,0.9,0.3,0.1,0.1,0.2,0.4,0.4,0.6,0.5,2,0.23,0.2
EMP0175,Information Technology,IT Support Analyst,Medium,1,62,10,8,3,0,3,5,3,3,1,0.2926,155.4,1.0,0.8,0.3,0.0,0.3,0.5,0.3,0.3,0.7,1.6667,2,0.38,0.5
EMP0176,Marketing,Marketing Manager,Low,0,86,10,7,1,0,0,4,2,2,0,0.2602,180.0,0.0,0.7,0.1,0.0,0.0,0.4,0.2,0.2,0.8,2.0,1,0.14,0.2
EMP0177,Sales,Sales Representative,Medium,1,82,10,9,1,0,0,4,1,1,0,0.2255,268.75,0.0,0.9,0.1,0.0,0.0,0.4,0.1,0.1,0.9,3.0,2,0.18,0.4
EMP0178,Marketing,Digital Marketing Analyst,Medium,1,66,10,8,1,0,0,5,2,2,0,0.2467,309.4,0.0,0.8,0.1,0.0,0.0,0.5,0.2,0.2,0.8,2.5,2,0.34,0.5
EMP0179,Marketing,Marketing Specialist,Low,1,66,10,9,2,1,1,4,4,4,0,0.3773,283.75,0.0,0.9,0.2,0.1,0.1,0.4,0.4,0.4,0.6,1.0,1,0.34,0.4
EMP0180,Marketing,Digital Marketing Analyst,Low,0,84,10,10,3,1,2,5,5,5,0,0.36,248.6,0.0,1.0,0.3,0.1,0.2,0.5,0.5,0.5,0.5,1.0,1,0.16,0.25
EMP0181,Marketing,Digital Marketing Analyst,Low,1,76,10,8,1,0,0,7,2,2,0,0.3536,237.7143,0.0,0.8,0.1,0.0,0.0,0.7,0.2,0.2,0.8,3.0,1,0.24,0.7
EMP0182,Legal,Compliance Analyst,High,1,65,10,9,0,1,0,4,1,1,0,0.2882,382.5,0.0,0.9,0.0,0.1,0.0,0.4,0.1,0.1,0.9,3.0,3,0.35,0.4
EMP0183,Marketing,Marketing Manager,Low,1,69,10,9,2,1,1,5,3,3,0,0.2997,144.2,0.0,0.9,0.2,0.1,0.1,0.5,0.3,0.3,0.7,1.6667,1,0.31,0.5
EMP0184,Executive,Director,Privileged,1,80,10,8,1,0,1,5,1,1,0,0.2416,299.6,0.0,0.8,0.1,0.0,0.1,0.5,0.1,0.1,0.9,3.0,4,0.2,0.5
EMP0185,Marketing,Digital Marketing Analyst,Low,1,85,10,7,1,1,1,6,5,5,0,0.3565,216.8333,0.0,0.7,0.1,0.1,0.1,0.6,0.5,0.5,0.5,1.2,1,0.15,0.6
EMP0186,Marketing,Digital Marketing Analyst,Medium,1,87,10,9,2,0,0,7,2,2,0,0.2418,295.5714,0.0,0.9,0.2,0.0,0.0,0.7,0.2,0.2,0.8,3.0,2,0.13,0.7
EMP0187,Information Technology,System Administrator,Medium,1,59,10,10,2,1,0,8,3,3,1,0.3743,261.625,0.0,1.0,0.2,0.1,0.0,0.8,0.3,0.3,0.7,2.6667,2,0.41,0.8
EMP0188,Finance,Accountant,Medium,1,94,10,8,0,1,0,5,3,3,1,0.2413,207.6,1.0,0.8,0.0,0.1,0.0,0.5,0.3,0.3,0.7,1.6667,2,0.06,0.5
EMP0189,Human Resources,HR Manager,High,1,84,10,8,3,1,0,3,5,5,2,0.2457,311.6667,0.5,0.8,0.3,0.1,0.0,0.3,0.5,0.5,0.5,0.6,3,0.16,0.3
EMP0190,Information Technology,System Administrator,Medium,1,81,10,8,1,0,1,6,1,1,1,0.2649,248.8333,1.0,0.8,0.1,0.0,0.1,0.6,0.1,0.1,0.9,3.0,2,0.19,0.6
EMP0191,Finance,Accountant,High,1,58,10,7,1,1,1,2,4,4,1,0.4142,517.0,0.0,0.7,0.1,0.1,0.1,0.2,0.4,0.4,0.6,0.5,3,0.42,0.2
EMP0192,Legal,Legal Assistant,High,1,80,10,9,3,1,1,6,4,4,0,0.2254,163.5,0.0,0.9,0.3,0.1,0.1,0.6,0.4,0.4,0.6,1.5,3,0.2,0.6
EMP0193,Legal,Compliance Analyst,High,1,70,10,8,1,1,1,3,2,2,0,0.2802,128.0,0.0,0.8,0.1,0.1,0.1,0.3,0.2,0.2,0.8,1.5,3,0.3,0.3
EMP0194,Operations,Operations Specialist,Medium,1,65,10,7,3,1,1,4,5,5,0,0.2852,193.0,0.0,0.7,0.3,0.1,0.1,0.4,0.5,0.5,0.5,0.8,2,0.35,0.4
EMP0195,Human Resources,Recruiter,Medium,1,77,10,8,1,0,0,7,1,1,2,0.2514,287.1429,0.0,0.8,0.1,0.0,0.0,0.7,0.1,0.1,0.9,3.0,2,0.23,0.7
EMP0196,Finance,Accountant,Medium,1,95,10,8,1,1,1,7,4,4,1,0.2091,235.7143,1.0,0.8,0.1,0.1,0.1,0.7,0.4,0.4,0.6,1.75,2,0.05,0.7
EMP0197,Human Resources,HR Manager,Medium,1,65,10,9,4,1,3,1,6,6,2,0.3126,348.0,0.0,0.9,0.4,0.1,0.3,0.1,0.6,0.6,0.4,0.1667,2,0.35,0.1
EMP0198,Finance,Financial Analyst,Medium,1,75,10,8,3,0,2,5,4,4,1,0.3723,193.2,1.0,0.8,0.3,0.0,0.2,0.5,0.4,0.4,0.6,1.25,2,0.25,0.5
EMP0199,Finance,Finance Manager,Medium,1,61,10,6,2,0,1,3,4,4,1,0.3433,183.6667,1.0,0.6,0.2,0.0,0.1,0.3,0.4,0.4,0.6,0.75,2,0.39,0.3
EMP0200,Sales,Sales Representative,Medium,1,84,10,8,1,0,0,6,1,1,0,0.3078,219.5,0.0,0.8,0.1,0.0,0.0,0.6,0.1,0.1,0.9,3.0,2,0.16,0.6
EMP0201,Human Resources,HR Manager,Medium,1,70,10,5,1,0,0,3,3,3,2,0.3413,181.3333,1.0,0.5,0.1,0.0,0.0,0.3,0.3,0.3,0.7,1.0,2,0.3,0.3
EMP0202,Executive,Chief Officer,Privileged,1,67,10,8,4,0,2,6,4,4,0,0.2432,331.6667,0.0,0.8,0.4,0.0,0.2,0.6,0.4,0.4,0.6,1.5,4,0.33,0.6
EMP0203,Legal,Legal Assistant,Medium,1,81,10,7,1,0,1,5,1,1,0,0.2288,286.8,0.0,0.7,0.1,0.0,0.1,0.5,0.1,0.1,0.9,3.0,2,0.19,0.5
EMP0204,Information Technology,System Administrator,Medium,1,77,10,10,3,0,1,7,3,3,1,0.2423,281.4286,0.0,1.0,0.3,0.0,0.1,0.7,0.3,0.3,0.7,2.3333,2,0.23,0.7
EMP0205,Finance,Accountant,High,1,71,10,3,1,0,0,4,2,2,1,0.3188,333.25,1.0,0.3,0.1,0.0,0.0,0.4,0.2,0.2,0.8,2.0,3,0.29,0.4
EMP0206,Marketing,Marketing Manager,Low,1,87,10,7,2,0,1,6,2,2,0,0.3284,263.5,0.0,0.7,0.2,0.0,0.1,0.6,0.2,0.2,0.8,3.0,1,0.13,0.6
EMP0207,Human Resources,HR Manager,Medium,1,57,10,5,2,0,0,5,5,5,2,0.3796,290.0,0.0,0.5,0.2,0.0,0.0,0.5,0.5,0.5,0.5,1.0,2,0.43,0.5
EMP0208,Human Resources,HR Manager,High,1,84,10,9,1,0,0,8,1,1,2,0.2614,317.5,0.0,0.9,0.1,0.0,0.0,0.8,0.1,0.1,0.9,3.0,3,0.16,0.8
EMP0209,Human Resources,HR Manager,Medium,1,58,10,9,3,1,2,2,5,5,2,0.3771,547.5,0.5,0.9,0.3,0.1,0.2,0.2,0.5,0.5,0.5,0.4,2,0.42,0.2
EMP0210,Legal,Legal Manager,High,1,78,10,5,2,0,1,5,3,3,0,0.2759,194.2,0.0,0.5,0.2,0.0,0.1,0.5,0.3,0.3,0.7,1.6667,3,0.22,0.5
EMP0211,Legal,Legal Assistant,High,1,77,10,10,3,0,2,5,3,3,0,0.3072,292.8,0.0,1.0,0.3,0.0,0.2,0.5,0.3,0.3,0.7,1.6667,3,0.23,0.5
EMP0212,Finance,Accountant,High,0,63,10,8,4,1,0,2,6,6,1,0.4794,172.5,1.0,0.8,0.4,0.1,0.0,0.2,0.6,0.6,0.4,0.3333,3,0.37,0.1
EMP0213,Human Resources,Recruiter,High,0,90,10,6,0,1,0,5,1,1,2,0.3233,402.2,0.5,0.6,0.0,0.1,0.0,0.5,0.1,0.1,0.9,3.0,3,0.1,0.25
EMP0214,Executive,Chief Officer,High,1,71,10,5,1,1,0,5,3,3,0,0.2862,200.4,0.0,0.5,0.1,0.1,0.0,0.5,0.3,0.3,0.7,1.6667,3,0.29,0.5
EMP0215,Marketing,Marketing Specialist,Medium,1,48,10,8,3,1,1,3,5,5,0,0.3972,130.6667,0.0,0.8,0.3,0.1,0.1,0.3,0.5,0.5,0.5,0.6,2,0.52,0.3
EMP0216,Executive,Vice President,Privileged,1,68,10,7,2,1,0,4,4,4,0,0.3435,233.75,0.0,0.7,0.2,0.1,0.0,0.4,0.4,0.4,0.6,1.0,4,0.32,0.4
EMP0217,Operations,Operations Specialist,Low,1,82,10,9,2,1,0,2,4,4,0,0.3106,343.5,0.0,0.9,0.2,0.1,0.0,0.2,0.4,0.4,0.6,0.5,1,0.18,0.2
EMP0218,Human Resources,Recruiter,High,1,70,10,7,1,0,1,7,2,2,2,0.2798,198.5714,0.0,0.7,0.1,0.0,0.1,0.7,0.2,0.2,0.8,3.0,3,0.3,0.7
EMP0219,Sales,Account Executive,Medium,1,92,10,10,4,1,0,6,5,5,0,0.2665,188.1667,0.0,1.0,0.4,0.1,0.0,0.6,0.5,0.5,0.5,1.2,2,0.08,0.6
EMP0220,Legal,Legal Assistant,High,1,81,10,8,1,1,1,5,2,2,0,0.2634,298.4,0.0,0.8,0.1,0.1,0.1,0.5,0.2,0.2,0.8,2.5,3,0.19,0.5
EMP0221,Legal,Legal Assistant,High,1,82,10,9,1,0,1,3,2,2,0,0.3219,235.0,0.0,0.9,0.1,0.0,0.1,0.3,0.2,0.2,0.8,1.5,3,0.18,0.3
EMP0222,Sales,Account Executive,Medium,1,72,10,6,1,0,1,7,2,2,0,0.1839,201.4286,0.0,0.6,0.1,0.0,0.1,0.7,0.2,0.2,0.8,3.0,2,0.28,0.7
EMP0223,Legal,Compliance Analyst,High,1,92,10,9,0,0,0,9,1,1,0,0.2267,350.6667,0.0,0.9,0.0,0.0,0.0,0.9,0.1,0.1,0.9,3.0,3,0.08,0.9
EMP0224,Finance,Finance Manager,Medium,1,73,10,5,1,0,1,4,4,4,1,0.3345,344.25,0.0,0.5,0.1,0.0,0.1,0.4,0.4,0.4,0.6,1.0,2,0.27,0.4
EMP0225,Human Resources,HR Specialist,High,1,78,10,9,2,1,0,5,3,3,2,0.3311,339.0,0.5,0.9,0.2,0.1,0.0,0.5,0.3,0.3,0.7,1.6667,3,0.22,0.5
EMP0226,Executive,Chief Officer,High,1,98,10,7,4,0,3,5,4,4,0,0.2274,232.4,0.0,0.7,0.4,0.0,0.3,0.5,0.4,0.4,0.6,1.25,3,0.02,0.5
EMP0227,Executive,Chief Officer,Privileged,1,80,10,8,2,1,1,6,4,4,0,0.2378,237.1667,0.0,0.8,0.2,0.1,0.1,0.6,0.4,0.4,0.6,1.5,4,0.2,0.6
EMP0228,Executive,Director,High,1,87,10,7,1,0,1,8,1,1,0,0.1656,237.625,0.0,0.7,0.1,0.0,0.1,0.8,0.1,0.1,0.9,3.0,3,0.13,0.8
EMP0229,Operations,Operations Analyst,Medium,1,82,10,9,2,0,1,4,2,2,0,0.2845,166.75,0.0,0.9,0.2,0.0,0.1,0.4,0.2,0.2,0.8,2.0,2,0.18,0.4
EMP0230,Sales,Account Executive,Medium,1,73,10,7,1,1,1,3,2,2,0,0.231,301.3333,0.0,0.7,0.1,0.1,0.1,0.3,0.2,0.2,0.8,1.5,2,0.27,0.3
EMP0231,Executive,Chief Officer,Privileged,1,72,10,7,4,1,2,5,7,7,0,0.348,187.8,0.0,0.7,0.4,0.1,0.2,0.5,0.7,0.7,0.3,0.7143,4,0.28,0.5
EMP0232,Marketing,Marketing Manager,Medium,1,67,10,8,2,1,0,4,3,3,0,0.2556,182.5,0.0,0.8,0.2,0.1,0.0,0.4,0.3,0.3,0.7,1.3333,2,0.33,0.4
EMP0233,Legal,Legal Manager,High,1,83,10,6,1,0,1,4,3,3,0,0.3062,190.5,0.0,0.6,0.1,0.0,0.1,0.4,0.3,0.3,0.7,1.3333,3,0.17,0.4
EMP0234,Operations,Operations Specialist,Medium,1,82,10,7,1,0,0,4,2,2,0,0.2953,189.25,0.0,0.7,0.1,0.0,0.0,0.4,0.2,0.2,0.8,2.0,2,0.18,0.4
EMP0235,Sales,Sales Representative,Low,1,74,10,8,1,0,0,6,1,1,0,0.2721,247.1667,0.0,0.8,0.1,0.0,0.0,0.6,0.1,0.1,0.9,3.0,1,0.26,0.6
EMP0236,Legal,Legal Assistant,Medium,0,66,10,9,2,1,1,5,4,4,0,0.4529,265.4,0.0,0.9,0.2,0.1,0.1,0.5,0.4,0.4,0.6,1.25,2,0.34,0.25
EMP0237,Sales,Sales Representative,Medium,1,88,10,9,3,0,1,7,4,4,0,0.3177,183.0,0.0,0.9,0.3,0.0,0.1,0.7,0.4,0.4,0.6,1.75,2,0.12,0.7
EMP0238,Operations,Operations Manager,Medium,1,94,10,8,2,0,1,6,3,3,0,0.263,352.1667,0.0,0.8,0.2,0.0,0.1,0.6,0.3,0.3,0.7,2.0,2,0.06,0.6
EMP0239,Human Resources,HR Specialist,High,1,56,10,9,2,1,0,3,3,3,2,0.3502,245.0,0.5,0.9,0.2,0.1,0.0,0.3,0.3,0.3,0.7,1.0,3,0.44,0.3
EMP0240,Sales,Account Executive,Low,1,95,10,9,1,0,0,5,1,1,0,0.1635,219.6,0.0,0.9,0.1,0.0,0.0,0.5,0.1,0.1,0.9,3.0,1,0.05,0.5
EMP0241,Operations,Operations Analyst,Low,1,100,10,4,1,1,1,7,4,4,0,0.2182,249.0,0.0,0.4,0.1,0.1,0.1,0.7,0.4,0.4,0.6,1.75,1,0.0,0.7
EMP0242,Operations,Operations Analyst,Low,1,79,10,8,1,0,0,5,2,2,0,0.2073,276.8,0.0,0.8,0.1,0.0,0.0,0.5,0.2,0.2,0.8,2.5,1,0.21,0.5
EMP0243,Operations,Operations Manager,Low,1,83,10,7,2,0,2,9,2,2,0,0.1992,334.8889,0.0,0.7,0.2,0.0,0.2,0.9,0.2,0.2,0.8,3.0,1,0.17,0.9
EMP0244,Executive,Director,High,1,80,10,9,3,0,2,5,3,3,0,0.3368,214.4,0.0,0.9,0.3,0.0,0.2,0.5,0.3,0.3,0.7,1.6667,3,0.2,0.5
EMP0245,Operations,Operations Specialist,Medium,1,97,10,7,3,0,0,6,3,3,0,0.2323,170.8333,0.0,0.7,0.3,0.0,0.0,0.6,0.3,0.3,0.7,2.0,2,0.03,0.6
EMP0246,Executive,Vice President,High,1,71,10,10,0,2,0,5,3,3,0,0.3834,256.2,0.0,1.0,0.0,0.2,0.0,0.5,0.3,0.3,0.7,1.6667,3,0.29,0.5
EMP0247,Finance,Accountant,High,0,78,10,9,1,0,1,6,2,2,1,0.3568,303.8333,0.0,0.9,0.1,0.0,0.1,0.6,0.2,0.2,0.8,3.0,3,0.22,0.3
EMP0248,Human Resources,HR Specialist,High,1,91,10,7,0,0,0,7,0,0,2,0.2043,241.4286,0.0,0.7,0.0,0.0,0.0,0.7,0.0,0.0,1.0,3.0,3,0.09,0.7
EMP0249,Executive,Director,High,1,65,10,10,1,0,1,5,2,2,0,0.2902,187.8,0.0,1.0,0.1,0.0,0.1,0.5,0.2,0.2,0.8,2.5,3,0.35,0.5
EMP0250,Information Technology,IT Support Analyst,Privileged,1,58,10,6,2,0,1,3,4,4,1,0.3661,195.6667,1.0,0.6,0.2,0.0,0.1,0.3,0.4,0.4,0.6,0.75,4,0.42,0.3
EMP0251,Operations,Operations Analyst,Low,1,73,10,9,1,0,1,7,1,1,0,0.2715,237.4286,0.0,0.9,0.1,0.0,0.1,0.7,0.1,0.1,0.9,3.0,1,0.27,0.7
EMP0252,Human Resources,HR Manager,High,1,98,10,6,0,0,0,5,1,1,2,0.2402,211.6,0.0,0.6,0.0,0.0,0.0,0.5,0.1,0.1,0.9,3.0,3,0.02,0.5
EMP0253,Sales,Sales Manager,Medium,1,45,10,10,2,1,1,2,3,3,0,0.4163,297.0,0.0,1.0,0.2,0.1,0.1,0.2,0.3,0.3,0.7,0.6667,2,0.55,0.2
EMP0254,Executive,Vice President,Privileged,1,77,10,6,2,0,1,4,3,3,0,0.256,221.75,0.0,0.6,0.2,0.0,0.1,0.4,0.3,0.3,0.7,1.3333,4,0.23,0.4
EMP0255,Marketing,Digital Marketing Analyst,Low,1,74,10,8,3,2,2,5,6,6,0,0.4334,219.2,0.0,0.8,0.3,0.2,0.2,0.5,0.6,0.6,0.4,0.8333,1,0.26,0.5
EMP0256,Human Resources,HR Specialist,Medium,1,64,10,6,2,2,1,3,6,6,2,0.4264,194.0,0.5,0.6,0.2,0.2,0.1,0.3,0.6,0.6,0.4,0.5,2,0.36,0.3
EMP0257,Operations,Operations Manager,Low,1,78,10,8,2,0,0,5,2,2,0,0.2496,169.0,0.0,0.8,0.2,0.0,0.0,0.5,0.2,0.2,0.8,2.5,1,0.22,0.5
EMP0258,Information Technology,IT Support Analyst,Medium,1,77,10,9,2,0,2,6,3,3,1,0.3024,193.3333,1.0,0.9,0.2,0.0,0.2,0.6,0.3,0.3,0.7,2.0,2,0.23,0.6
EMP0259,Human Resources,HR Specialist,Medium,1,77,10,8,3,0,1,3,3,3,2,0.2899,215.0,0.0,0.8,0.3,0.0,0.1,0.3,0.3,0.3,0.7,1.0,2,0.23,0.3
EMP0260,Marketing,Digital Marketing Analyst,Medium,0,71,10,7,2,1,1,5,4,4,0,0.3604,169.0,0.0,0.7,0.2,0.1,0.1,0.5,0.4,0.4,0.6,1.25,2,0.29,0.25
EMP0261,Operations,Operations Analyst,Low,1,46,10,9,3,0,1,3,3,3,0,0.3412,279.0,0.0,0.9,0.3,0.0,0.1,0.3,0.3,0.3,0.7,1.0,1,0.54,0.3
EMP0262,Operations,Operations Manager,Medium,1,91,10,7,1,0,1,6,2,2,0,0.2358,297.8333,0.0,0.7,0.1,0.0,0.1,0.6,0.2,0.2,0.8,3.0,2,0.09,0.6
EMP0263,Executive,Director,High,1,61,10,7,1,0,1,7,2,2,0,0.2395,301.0,0.0,0.7,0.1,0.0,0.1,0.7,0.2,0.2,0.8,3.0,3,0.39,0.7
EMP0264,Operations,Operations Manager,Low,1,68,10,7,1,1,0,7,3,3,0,0.2454,243.5714,0.0,0.7,0.1,0.1,0.0,0.7,0.3,0.3,0.7,2.3333,1,0.32,0.7
EMP0265,Marketing,Marketing Specialist,Low,1,89,10,6,1,0,1,7,1,1,0,0.3063,284.4286,0.0,0.6,0.1,0.0,0.1,0.7,0.1,0.1,0.9,3.0,1,0.11,0.7
