event_id,employee_id,department,role,privilege_level,security_training_completed,previous_training_score,scenario_id,scenario_name,attack_type,difficulty,target_department,mitre_technique,targeted_department,failure_probability,email_opened,link_clicked,attachment_opened,credentials_submitted,email_reported,response_time_seconds,simulation_failed,remediation_training_assigned
EVT001248,EMP0125,Operations,Operations Analyst,Low,1,65,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.3292,1,0,0,0,1,574,0,0
EVT001249,EMP0125,Operations,Operations Analyst,Low,1,65,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.3764,0,0,0,0,0,0,0,0
EVT001250,EMP0125,Operations,Operations Analyst,Low,1,65,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.3574,1,0,0,0,1,537,0,0
EVT001251,EMP0126,Marketing,Marketing Specialist,Medium,1,63,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.2244,1,1,0,1,0,0,1,1
EVT001252,EMP0126,Marketing,Marketing Specialist,Medium,1,63,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.2456,1,0,0,0,0,0,0,0
EVT001253,EMP0126,Marketing,Marketing Specialist,Medium,1,63,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.2361,0,0,0,0,1,322,0,0
EVT001254,EMP0126,Marketing,Marketing Specialist,Medium,1,63,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.207,1,1,0,0,0,0,1,1
EVT001255,EMP0126,Marketing,Marketing Specialist,Medium,1,63,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.2217,1,0,0,0,0,0,0,0
EVT001256,EMP0126,Marketing,Marketing Specialist,Medium,1,63,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.2079,1,0,0,0,1,139,0,0
EVT001257,EMP0126,Marketing,Marketing Specialist,Medium,1,63,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.2277,1,0,0,0,0,0,0,0
EVT001258,EMP0126,Marketing,Marketing Specialist,Medium,1,63,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.2676,1,0,0,0,0,0,0,0
EVT001259,EMP0126,Marketing,Marketing Specialist,Medium,1,63,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.2973,1,0,0,0,0,0,0,0
EVT001260,EMP0126,Marketing,Marketing Specialist,Medium,1,63,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.2484,1,0,0,0,1,121,0,0
EVT001261,EMP0127,Sales,Sales Representative,Medium,1,77,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.1707,1,0,0,0,1,347,0,0
EVT001262,EMP0127,Sales,Sales Representative,Medium,1,77,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.3529,1,0,1,0,1,189,1,1
EVT001263,EMP0127,Sales,Sales Representative,Medium,1,77,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.2733,1,0,0,0,1,214,1,1
EVT001264,EMP0127,Sales,Sales Representative,Medium,1,77,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.2177,1,1,0,0,0,0,1,1
EVT001265,EMP0127,Sales,Sales Representative,Medium,1,77,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.2815,1,0,0,0,1,234,0,0
EVT001266,EMP0127,Sales,Sales Representative,Medium,1,77,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.3037,1,0,0,0,1,285,0,0
EVT001267,EMP0127,Sales,Sales Representative,Medium,1,77,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.2963,1,0,0,0,1,342,0,0
EVT001268,EMP0127,Sales,Sales Representative,Medium,1,77,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.3204,1,1,0,0,0,0,1,1
EVT001269,EMP0127,Sales,Sales Representative,Medium,1,77,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.2401,0,0,0,0,1,248,1,1
EVT001270,EMP0127,Sales,Sales Representative,Medium,1,77,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.3494,0,0,0,0,1,205,0,0
EVT001271,EMP0128,Legal,Compliance Analyst,Medium,1,67,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.3307,1,0,0,0,1,269,0,0
EVT001272,EMP0128,Legal,Compliance Analyst,Medium,1,67,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.2886,1,0,1,0,0,0,1,1
EVT001273,EMP0128,Legal,Compliance Analyst,Medium,1,67,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.2032,1,0,0,0,1,1023,1,1
EVT001274,EMP0128,Legal,Compliance Analyst,Medium,1,67,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.3375,1,1,0,0,0,0,1,1
EVT001275,EMP0128,Legal,Compliance Analyst,Medium,1,67,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.2732,0,0,0,0,1,202,0,0
EVT001276,EMP0128,Legal,Compliance Analyst,Medium,1,67,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.2439,1,0,0,0,1,158,0,0
EVT001277,EMP0128,Legal,Compliance Analyst,Medium,1,67,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.3314,1,0,0,0,0,0,0,0
EVT001278,EMP0128,Legal,Compliance Analyst,Medium,1,67,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.4215,1,1,0,0,0,0,1,1
EVT001279,EMP0128,Legal,Compliance Analyst,Medium,1,67,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.3216,1,0,0,0,1,169,0,0
EVT001280,EMP0128,Legal,Compliance Analyst,Medium,1,67,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.3679,1,0,0,0,1,246,0,0
EVT001281,EMP0129,Sales,Sales Representative,Low,1,68,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.3433,1,0,0,0,1,193,0,0
EVT001282,EMP0129,Sales,Sales Representative,Low,1,68,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.3308,1,0,1,0,0,0,1,1
EVT001283,EMP0129,Sales,Sales Representative,Low,1,68,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.2111,1,0,0,0,0,0,1,1
EVT001284,EMP0129,Sales,Sales Representative,Low,1,68,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.3075,1,0,0,0,0,0,0,0
EVT001285,EMP0129,Sales,Sales Representative,Low,1,68,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.3265,1,0,0,0,1,163,0,0
EVT001286,EMP0129,Sales,Sales Representative,Low,1,68,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.3004,0,0,0,0,0,0,0,0
EVT001287,EMP0129,Sales,Sales Representative,Low,1,68,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.2556,1,1,0,1,0,0,1,1
EVT001288,EMP0129,Sales,Sales Representative,Low,1,68,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.2361,1,0,0,0,1,107,0,0
EVT001289,EMP0129,Sales,Sales Representative,Low,1,68,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.2376,1,0,0,0,1,48,0,0
EVT001290,EMP0129,Sales,Sales Representative,Low,1,68,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.2979,1,0,0,0,1,393,0,0
EVT001291,EMP0130,Marketing,Digital Marketing Analyst,Medium,1,74,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.2415,1,0,0,0,1,246,0,0
EVT001292,EMP0130,Marketing,Digital Marketing Analyst,Medium,1,74,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.3489,1,0,1,0,0,0,1,1
EVT001293,EMP0130,Marketing,Digital Marketing Analyst,Medium,1,74,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.3146,1,0,0,0,1,530,0,0
EVT001294,EMP0130,Marketing,Digital Marketing Analyst,Medium,1,74,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.3553,0,0,0,0,1,285,1,1
EVT001295,EMP0130,Marketing,Digital Marketing Analyst,Medium,1,74,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.2783,1,0,0,0,1,147,0,0
EVT001296,EMP0130,Marketing,Digital Marketing Analyst,Medium,1,74,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.2864,1,0,0,0,1,142,0,0
EVT001297,EMP0130,Marketing,Digital Marketing Analyst,Medium,1,74,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.3338,1,0,0,0,0,0,0,0
EVT001298,EMP0130,Marketing,Digital Marketing Analyst,Medium,1,74,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.3385,1,1,0,0,1,154,1,1
EVT001299,EMP0130,Marketing,Digital Marketing Analyst,Medium,1,74,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.3602,1,0,1,0,0,0,1,1
EVT001300,EMP0130,Marketing,Digital Marketing Analyst,Medium,1,74,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.236,1,0,0,0,0,0,0,0
EVT001301,EMP0131,Human Resources,Recruiter,High,0,80,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.4093,1,1,0,1,0,0,1,1
EVT001302,EMP0131,Human Resources,Recruiter,High,0,80,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.3608,1,0,1,0,1,150,1,1
EVT001303,EMP0131,Human Resources,Recruiter,High,0,80,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.4405,1,0,0,0,0,0,0,0
EVT001304,EMP0131,Human Resources,Recruiter,High,0,80,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.4403,1,1,0,0,1,461,1,1
EVT001305,EMP0131,Human Resources,Recruiter,High,0,80,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.4904,1,1,0,1,0,0,1,1
EVT001306,EMP0131,Human Resources,Recruiter,High,0,80,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.4233,1,0,0,0,0,0,0,0
EVT001307,EMP0131,Human Resources,Recruiter,High,0,80,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,1,0.5068,0,0,0,0,1,122,0,0
EVT001308,EMP0131,Human Resources,Recruiter,High,0,80,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.3982,1,1,0,0,0,0,1,1
EVT001309,EMP0131,Human Resources,Recruiter,High,0,80,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,1,0.4198,0,0,0,0,0,0,1,1
EVT001310,EMP0131,Human Resources,Recruiter,High,0,80,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.3526,1,1,0,0,0,0,1,1
EVT001311,EMP0132,Marketing,Marketing Manager,Medium,1,71,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.2028,1,0,0,0,1,193,0,0
EVT001312,EMP0132,Marketing,Marketing Manager,Medium,1,71,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.3377,1,0,1,0,0,0,1,1
EVT001313,EMP0132,Marketing,Marketing Manager,Medium,1,71,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.3215,1,0,0,0,0,0,1,1
EVT001314,EMP0132,Marketing,Marketing Manager,Medium,1,71,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.3016,1,0,0,0,1,436,0,0
EVT001315,EMP0132,Marketing,Marketing Manager,Medium,1,71,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.3395,1,1,0,1,0,0,1,1
EVT001316,EMP0132,Marketing,Marketing Manager,Medium,1,71,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.2061,1,0,0,0,0,0,0,0
EVT001317,EMP0132,Marketing,Marketing Manager,Medium,1,71,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.2456,1,1,0,1,0,0,1,1
EVT001318,EMP0132,Marketing,Marketing Manager,Medium,1,71,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.2624,0,0,0,0,1,179,0,0
EVT001319,EMP0132,Marketing,Marketing Manager,Medium,1,71,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.3622,0,0,0,0,0,0,1,1
EVT001320,EMP0132,Marketing,Marketing Manager,Medium,1,71,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.3008,1,1,0,1,0,0,1,1
EVT001321,EMP0133,Finance,Financial Analyst,High,0,60,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.3357,1,0,0,0,1,165,0,0
EVT001322,EMP0133,Finance,Financial Analyst,High,0,60,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.3871,1,0,0,0,0,0,0,0
EVT001323,EMP0133,Finance,Financial Analyst,High,0,60,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,1,0.4603,0,0,0,0,1,83,0,0
EVT001324,EMP0133,Finance,Financial Analyst,High,0,60,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.3035,1,0,0,0,0,0,0,0
EVT001325,EMP0133,Finance,Financial Analyst,High,0,60,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.3251,1,0,0,0,1,185,0,0
EVT001326,EMP0133,Finance,Financial Analyst,High,0,60,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.3513,1,0,0,0,0,0,0,0
EVT001327,EMP0133,Finance,Financial Analyst,High,0,60,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.2679,1,0,0,0,1,114,0,0
EVT001328,EMP0133,Finance,Financial Analyst,High,0,60,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.3687,0,0,0,0,0,0,1,1
EVT001329,EMP0133,Finance,Financial Analyst,High,0,60,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.3583,0,0,0,0,0,0,0,0
EVT001330,EMP0133,Finance,Financial Analyst,High,0,60,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.479,1,1,0,1,1,128,1,1
EVT001331,EMP0134,Information Technology,Security Analyst,High,1,61,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.475,1,0,0,0,1,224,0,0
EVT001332,EMP0134,Information Technology,Security Analyst,High,1,61,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.3648,0,0,0,0,1,277,0,0
EVT001333,EMP0134,Information Technology,Security Analyst,High,1,61,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.3671,1,0,0,0,1,59,0,0
EVT001334,EMP0134,Information Technology,Security Analyst,High,1,61,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.5025,0,0,0,0,0,0,1,1
EVT001335,EMP0134,Information Technology,Security Analyst,High,1,61,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.3534,0,0,0,0,0,0,1,1
EVT001336,EMP0134,Information Technology,Security Analyst,High,1,61,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,1,0.5157,1,1,0,1,0,0,1,1
EVT001337,EMP0134,Information Technology,Security Analyst,High,1,61,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.3882,1,0,0,0,1,88,0,0
EVT001338,EMP0134,Information Technology,Security Analyst,High,1,61,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.521,1,0,0,0,1,314,0,0
EVT001339,EMP0134,Information Technology,Security Analyst,High,1,61,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.4065,1,0,1,0,1,176,1,1
EVT001340,EMP0134,Information Technology,Security Analyst,High,1,61,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.3284,0,0,0,0,1,122,0,0
EVT001341,EMP0135,Finance,Financial Analyst,High,1,69,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.0823,0,0,0,0,1,353,0,0
EVT001342,EMP0135,Finance,Financial Analyst,High,1,69,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.3294,1,0,0,0,1,218,0,0
EVT001343,EMP0135,Finance,Financial Analyst,High,1,69,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,1,0.2717,1,0,0,0,0,0,1,1
EVT001344,EMP0135,Finance,Financial Analyst,High,1,69,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.2538,1,0,0,0,1,284,0,0
EVT001345,EMP0135,Finance,Financial Analyst,High,1,69,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.3057,1,0,0,0,0,0,0,0
EVT001346,EMP0135,Finance,Financial Analyst,High,1,69,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.248,1,0,0,0,1,151,0,0
EVT001347,EMP0135,Finance,Financial Analyst,High,1,69,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.292,0,0,0,0,1,350,0,0
EVT001348,EMP0135,Finance,Financial Analyst,High,1,69,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.3133,1,0,0,0,1,95,0,0
EVT001349,EMP0135,Finance,Financial Analyst,High,1,69,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.3694,1,0,0,0,1,405,0,0
EVT001350,EMP0135,Finance,Financial Analyst,High,1,69,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.2269,1,0,0,0,1,195,0,0
EVT001351,EMP0136,Legal,Legal Manager,High,1,75,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.3601,1,1,0,0,0,0,1,1
EVT001352,EMP0136,Legal,Legal Manager,High,1,75,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.275,1,0,0,0,1,155,0,0
EVT001353,EMP0136,Legal,Legal Manager,High,1,75,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.2772,1,0,0,0,0,0,0,0
EVT001354,EMP0136,Legal,Legal Manager,High,1,75,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.3756,1,1,0,0,0,0,1,1
EVT001355,EMP0136,Legal,Legal Manager,High,1,75,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.2874,1,0,0,0,0,0,0,0
EVT001356,EMP0136,Legal,Legal Manager,High,1,75,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.2846,1,0,0,0,1,173,0,0
EVT001357,EMP0136,Legal,Legal Manager,High,1,75,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.3387,1,0,0,0,1,152,0,0
EVT001358,EMP0136,Legal,Legal Manager,High,1,75,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.3011,1,0,0,0,1,337,0,0
EVT001359,EMP0136,Legal,Legal Manager,High,1,75,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.3194,1,0,0,0,1,344,0,0
EVT001360,EMP0136,Legal,Legal Manager,High,1,75,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.2911,0,0,0,0,1,117,0,0
EVT001361,EMP0137,Marketing,Marketing Manager,Low,1,77,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.1114,1,0,0,0,0,0,0,0
EVT001362,EMP0137,Marketing,Marketing Manager,Low,1,77,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.1215,1,0,0,0,0,0,0,0
EVT001363,EMP0137,Marketing,Marketing Manager,Low,1,77,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.1778,1,0,0,0,1,322,0,0
EVT001364,EMP0137,Marketing,Marketing Manager,Low,1,77,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.0974,1,0,0,0,1,138,0,0
EVT001365,EMP0137,Marketing,Marketing Manager,Low,1,77,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.2096,1,0,0,0,1,223,0,0
EVT001366,EMP0137,Marketing,Marketing Manager,Low,1,77,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.1624,0,0,0,0,0,0,0,0
EVT001367,EMP0137,Marketing,Marketing Manager,Low,1,77,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.2346,1,0,0,0,1,217,0,0
EVT001368,EMP0137,Marketing,Marketing Manager,Low,1,77,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.1596,1,1,0,0,1,610,1,1
EVT001369,EMP0137,Marketing,Marketing Manager,Low,1,77,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.2477,0,0,0,0,1,613,0,0
EVT001370,EMP0137,Marketing,Marketing Manager,Low,1,77,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.03,1,0,0,0,1,123,0,0
EVT001371,EMP0138,Marketing,Marketing Manager,Low,1,65,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.3209,1,0,0,0,1,324,0,0
EVT001372,EMP0138,Marketing,Marketing Manager,Low,1,65,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.3996,0,0,0,0,1,216,0,0
EVT001373,EMP0138,Marketing,Marketing Manager,Low,1,65,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.291,1,0,0,0,0,0,0,0
EVT001374,EMP0138,Marketing,Marketing Manager,Low,1,65,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.3422,0,0,0,0,0,0,0,0
EVT001375,EMP0138,Marketing,Marketing Manager,Low,1,65,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.414,1,1,0,1,0,0,1,1
EVT001376,EMP0138,Marketing,Marketing Manager,Low,1,65,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.3903,1,1,0,1,0,0,1,1
EVT001377,EMP0138,Marketing,Marketing Manager,Low,1,65,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.3037,1,0,0,0,0,0,0,0
EVT001378,EMP0138,Marketing,Marketing Manager,Low,1,65,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.3704,1,0,0,0,0,0,0,0
EVT001379,EMP0138,Marketing,Marketing Manager,Low,1,65,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.4238,1,0,0,0,0,0,0,0
EVT001380,EMP0138,Marketing,Marketing Manager,Low,1,65,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.3103,1,1,0,1,1,253,1,1
EVT001381,EMP0139,Operations,Operations Analyst,Medium,0,81,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.3406,0,0,0,0,1,130,0,0
EVT001382,EMP0139,Operations,Operations Analyst,Medium,0,81,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.3905,1,0,1,0,0,0,1,1
EVT001383,EMP0139,Operations,Operations Analyst,Medium,0,81,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.3669,1,0,0,0,1,194,0,0
EVT001384,EMP0139,Operations,Operations Analyst,Medium,0,81,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.4317,0,0,0,0,1,231,0,0
EVT001385,EMP0139,Operations,Operations Analyst,Medium,0,81,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.2954,1,0,0,0,1,328,0,0
EVT001386,EMP0139,Operations,Operations Analyst,Medium,0,81,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.4845,1,0,0,0,0,0,0,0
EVT001387,EMP0139,Operations,Operations Analyst,Medium,0,81,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.3597,1,0,0,0,1,396,0,0
EVT001388,EMP0139,Operations,Operations Analyst,Medium,0,81,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.4119,1,1,0,0,0,0,1,1
EVT001389,EMP0139,Operations,Operations Analyst,Medium,0,81,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.3742,1,0,1,0,0,0,1,1
EVT001390,EMP0139,Operations,Operations Analyst,Medium,0,81,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.4032,1,0,0,0,0,0,0,0
EVT001391,EMP0140,Finance,Finance Manager,Medium,1,68,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.3727,0,0,0,0,0,0,1,1
EVT001392,EMP0140,Finance,Finance Manager,Medium,1,68,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.3284,1,0,0,0,1,492,0,0
EVT001393,EMP0140,Finance,Finance Manager,Medium,1,68,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,1,0.4791,0,0,0,0,0,0,1,1
EVT001394,EMP0140,Finance,Finance Manager,Medium,1,68,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.4113,1,0,0,0,1,158,0,0
